start_time,away_team,away_team_score,home_team,home_team_score
1964-10-16 04:00:00+00:00,DETROIT PISTONS,113,PHILADELPHIA 76ERS,125
1964-10-17 04:00:00+00:00,SAN FRANCISCO WARRIORS,101,BALTIMORE BULLETS,121
1964-10-17 04:00:00+00:00,DETROIT PISTONS,81,BOSTON CELTICS,112
1964-10-17 04:00:00+00:00,LOS ANGELES LAKERS,113,NEW YORK KNICKS,109
1964-10-17 04:00:00+00:00,CINCINNATI ROYALS,91,ST. LOUIS HAWKS,94
1964-10-18 04:00:00+00:00,SAN FRANCISCO WARRIORS,108,CINCINNATI ROYALS,117
1964-10-20 04:00:00+00:00,LOS ANGELES LAKERS,113,CINCINNATI ROYALS,121
1964-10-21 04:00:00+00:00,SAN FRANCISCO WARRIORS,104,DETROIT PISTONS,108
1964-10-21 04:00:00+00:00,LOS ANGELES LAKERS,108,BALTIMORE BULLETS,105
1964-10-22 04:00:00+00:00,DETROIT PISTONS,102,BOSTON CELTICS,104
1964-10-22 04:00:00+00:00,BALTIMORE BULLETS,138,PHILADELPHIA 76ERS,135
1964-10-23 04:00:00+00:00,LOS ANGELES LAKERS,94,SAN FRANCISCO WARRIORS,92
1964-10-24 04:00:00+00:00,BALTIMORE BULLETS,103,BOSTON CELTICS,131
1964-10-24 04:00:00+00:00,DETROIT PISTONS,118,NEW YORK KNICKS,108
1964-10-24 04:00:00+00:00,PHILADELPHIA 76ERS,86,ST. LOUIS HAWKS,126
1964-10-25 04:00:00+00:00,BOSTON CELTICS,112,BALTIMORE BULLETS,100
1964-10-25 04:00:00+00:00,NEW YORK KNICKS,108,DETROIT PISTONS,95
1964-10-25 04:00:00+00:00,PHILADELPHIA 76ERS,107,CINCINNATI ROYALS,109
1964-10-27 05:00:00+00:00,BOSTON CELTICS,131,NEW YORK KNICKS,103
1964-10-27 05:00:00+00:00,ST. LOUIS HAWKS,81,PHILADELPHIA 76ERS,100
1964-10-27 05:00:00+00:00,BALTIMORE BULLETS,90,SAN FRANCISCO WARRIORS,101
1964-10-28 05:00:00+00:00,BALTIMORE BULLETS,102,LOS ANGELES LAKERS,112
1964-10-28 05:00:00+00:00,BOSTON CELTICS,119,ST. LOUIS HAWKS,117
1964-10-29 05:00:00+00:00,BALTIMORE BULLETS,98,LOS ANGELES LAKERS,95
1964-10-30 05:00:00+00:00,ST. LOUIS HAWKS,118,CINCINNATI ROYALS,119
1964-10-30 05:00:00+00:00,BOSTON CELTICS,106,DETROIT PISTONS,90
1964-10-30 05:00:00+00:00,PHILADELPHIA 76ERS,90,NEW YORK KNICKS,94
1964-10-31 05:00:00+00:00,CINCINNATI ROYALS,94,BOSTON CELTICS,122
1964-10-31 05:00:00+00:00,NEW YORK KNICKS,105,PHILADELPHIA 76ERS,116
1964-10-31 05:00:00+00:00,BALTIMORE BULLETS,102,SAN FRANCISCO WARRIORS,98
1964-10-31 05:00:00+00:00,DETROIT PISTONS,99,ST. LOUIS HAWKS,107
1964-11-01 05:00:00+00:00,ST. LOUIS HAWKS,116,LOS ANGELES LAKERS,115
1964-11-01 05:00:00+00:00,DETROIT PISTONS,101,CINCINNATI ROYALS,114
1964-11-04 05:00:00+00:00,ST. LOUIS HAWKS,105,SAN FRANCISCO WARRIORS,104
1964-11-04 05:00:00+00:00,BALTIMORE BULLETS,121,DETROIT PISTONS,108
1964-11-05 05:00:00+00:00,NEW YORK KNICKS,96,LOS ANGELES LAKERS,106
1964-11-06 05:00:00+00:00,BALTIMORE BULLETS,111,CINCINNATI ROYALS,106
1964-11-06 05:00:00+00:00,NEW YORK KNICKS,127,SAN FRANCISCO WARRIORS,133
1964-11-07 05:00:00+00:00,DETROIT PISTONS,113,BOSTON CELTICS,130
1964-11-07 05:00:00+00:00,SAN FRANCISCO WARRIORS,103,LOS ANGELES LAKERS,130
1964-11-07 05:00:00+00:00,CINCINNATI ROYALS,103,PHILADELPHIA 76ERS,105
1964-11-07 05:00:00+00:00,BALTIMORE BULLETS,99,ST. LOUIS HAWKS,134
1964-11-08 05:00:00+00:00,BOSTON CELTICS,106,CINCINNATI ROYALS,103
1964-11-08 05:00:00+00:00,NEW YORK KNICKS,121,SAN FRANCISCO WARRIORS,130
1964-11-10 05:00:00+00:00,DETROIT PISTONS,119,BALTIMORE BULLETS,117
1964-11-10 05:00:00+00:00,NEW YORK KNICKS,101,LOS ANGELES LAKERS,108
1964-11-10 05:00:00+00:00,SAN FRANCISCO WARRIORS,110,PHILADELPHIA 76ERS,99
1964-11-11 05:00:00+00:00,SAN FRANCISCO WARRIORS,84,BOSTON CELTICS,110
1964-11-11 05:00:00+00:00,CINCINNATI ROYALS,118,ST. LOUIS HAWKS,116
1964-11-11 05:00:00+00:00,PHILADELPHIA 76ERS,123,BALTIMORE BULLETS,114
1964-11-12 05:00:00+00:00,PHILADELPHIA 76ERS,110,BOSTON CELTICS,109
1964-11-12 05:00:00+00:00,SAN FRANCISCO WARRIORS,99,DETROIT PISTONS,121
1964-11-12 05:00:00+00:00,LOS ANGELES LAKERS,132,NEW YORK KNICKS,123
1964-11-13 05:00:00+00:00,LOS ANGELES LAKERS,114,BOSTON CELTICS,112
1964-11-13 05:00:00+00:00,ST. LOUIS HAWKS,106,CINCINNATI ROYALS,123
1964-11-14 05:00:00+00:00,LOS ANGELES LAKERS,115,BALTIMORE BULLETS,127
1964-11-14 05:00:00+00:00,CINCINNATI ROYALS,111,NEW YORK KNICKS,110
1964-11-14 05:00:00+00:00,BOSTON CELTICS,113,PHILADELPHIA 76ERS,102
1964-11-14 05:00:00+00:00,SAN FRANCISCO WARRIORS,94,ST. LOUIS HAWKS,108
1964-11-15 05:00:00+00:00,SAN FRANCISCO WARRIORS,122,CINCINNATI ROYALS,106
1964-11-15 05:00:00+00:00,LOS ANGELES LAKERS,111,DETROIT PISTONS,105
1964-11-17 05:00:00+00:00,PHILADELPHIA 76ERS,107,ST. LOUIS HAWKS,114
1964-11-17 05:00:00+00:00,CINCINNATI ROYALS,114,SAN FRANCISCO WARRIORS,108
1964-11-17 05:00:00+00:00,BOSTON CELTICS,99,BALTIMORE BULLETS,102
1964-11-18 05:00:00+00:00,ST. LOUIS HAWKS,97,BOSTON CELTICS,100
1964-11-18 05:00:00+00:00,PHILADELPHIA 76ERS,111,DETROIT PISTONS,124
1964-11-18 05:00:00+00:00,CINCINNATI ROYALS,92,LOS ANGELES LAKERS,90
1964-11-20 05:00:00+00:00,DETROIT PISTONS,106,BALTIMORE BULLETS,105
1964-11-20 05:00:00+00:00,NEW YORK KNICKS,120,BOSTON CELTICS,127
1964-11-20 05:00:00+00:00,CINCINNATI ROYALS,121,LOS ANGELES LAKERS,131
1964-11-20 05:00:00+00:00,ST. LOUIS HAWKS,118,PHILADELPHIA 76ERS,115
1964-11-21 05:00:00+00:00,PHILADELPHIA 76ERS,108,BOSTON CELTICS,96
1964-11-21 05:00:00+00:00,DETROIT PISTONS,94,ST. LOUIS HAWKS,100
1964-11-21 05:00:00+00:00,CINCINNATI ROYALS,111,SAN FRANCISCO WARRIORS,104
1964-11-21 05:00:00+00:00,BALTIMORE BULLETS,94,NEW YORK KNICKS,103
1964-11-22 05:00:00+00:00,DETROIT PISTONS,99,SAN FRANCISCO WARRIORS,97
1964-11-24 05:00:00+00:00,SAN FRANCISCO WARRIORS,93,NEW YORK KNICKS,101
1964-11-24 05:00:00+00:00,BALTIMORE BULLETS,109,ST. LOUIS HAWKS,108
1964-11-25 05:00:00+00:00,CINCINNATI ROYALS,116,BALTIMORE BULLETS,125
1964-11-25 05:00:00+00:00,PHILADELPHIA 76ERS,124,NEW YORK KNICKS,93
1964-11-25 05:00:00+00:00,DETROIT PISTONS,117,LOS ANGELES LAKERS,130
1964-11-25 05:00:00+00:00,SAN FRANCISCO WARRIORS,118,BOSTON CELTICS,122
1964-11-26 05:00:00+00:00,SAN FRANCISCO WARRIORS,117,PHILADELPHIA 76ERS,128
1964-11-26 05:00:00+00:00,BOSTON CELTICS,98,ST. LOUIS HAWKS,110
1964-11-27 05:00:00+00:00,PHILADELPHIA 76ERS,112,CINCINNATI ROYALS,133
1964-11-27 05:00:00+00:00,DETROIT PISTONS,111,LOS ANGELES LAKERS,117
1964-11-28 05:00:00+00:00,CINCINNATI ROYALS,98,BOSTON CELTICS,129
1964-11-28 05:00:00+00:00,PHILADELPHIA 76ERS,101,DETROIT PISTONS,93
1964-11-28 05:00:00+00:00,ST. LOUIS HAWKS,91,NEW YORK KNICKS,106
1964-11-28 05:00:00+00:00,LOS ANGELES LAKERS,106,SAN FRANCISCO WARRIORS,109
1964-11-29 05:00:00+00:00,NEW YORK KNICKS,95,CINCINNATI ROYALS,105
1964-11-29 05:00:00+00:00,BALTIMORE BULLETS,110,LOS ANGELES LAKERS,126
1964-11-29 05:00:00+00:00,PHILADELPHIA 76ERS,97,ST. LOUIS HAWKS,94
1964-12-01 05:00:00+00:00,BOSTON CELTICS,117,NEW YORK KNICKS,113
1964-12-01 05:00:00+00:00,DETROIT PISTONS,107,CINCINNATI ROYALS,129
1964-12-01 05:00:00+00:00,BALTIMORE BULLETS,136,SAN FRANCISCO WARRIORS,137
1964-12-01 05:00:00+00:00,LOS ANGELES LAKERS,118,PHILADELPHIA 76ERS,117
1964-12-02 05:00:00+00:00,SAN FRANCISCO WARRIORS,114,BALTIMORE BULLETS,120
1964-12-02 05:00:00+00:00,LOS ANGELES LAKERS,102,ST. LOUIS HAWKS,105
1964-12-02 05:00:00+00:00,CINCINNATI ROYALS,115,DETROIT PISTONS,125
1964-12-02 05:00:00+00:00,NEW YORK KNICKS,91,BOSTON CELTICS,116
1964-12-04 05:00:00+00:00,ST. LOUIS HAWKS,106,BALTIMORE BULLETS,108
1964-12-04 05:00:00+00:00,LOS ANGELES LAKERS,90,CINCINNATI ROYALS,104
1964-12-04 05:00:00+00:00,DETROIT PISTONS,106,PHILADELPHIA 76ERS,119
1964-12-04 05:00:00+00:00,BOSTON CELTICS,85,SAN FRANCISCO WARRIORS,112
1964-12-05 05:00:00+00:00,PHILADELPHIA 76ERS,125,BALTIMORE BULLETS,108
1964-12-05 05:00:00+00:00,NEW YORK KNICKS,100,DETROIT PISTONS,110
1964-12-05 05:00:00+00:00,BOSTON CELTICS,105,SAN FRANCISCO WARRIORS,81
1964-12-06 05:00:00+00:00,CINCINNATI ROYALS,124,BALTIMORE BULLETS,113
1964-12-06 05:00:00+00:00,PHILADELPHIA 76ERS,104,LOS ANGELES LAKERS,109
1964-12-06 05:00:00+00:00,NEW YORK KNICKS,94,ST. LOUIS HAWKS,115
1964-12-08 05:00:00+00:00,ST. LOUIS HAWKS,113,SAN FRANCISCO WARRIORS,93
1964-12-08 05:00:00+00:00,DETROIT PISTONS,102,NEW YORK KNICKS,100
1964-12-08 05:00:00+00:00,PHILADELPHIA 76ERS,102,BALTIMORE BULLETS,97
1964-12-08 05:00:00+00:00,BOSTON CELTICS,108,LOS ANGELES LAKERS,98
1964-12-09 05:00:00+00:00,NEW YORK KNICKS,111,BALTIMORE BULLETS,90
1964-12-09 05:00:00+00:00,CINCINNATI ROYALS,122,DETROIT PISTONS,114
1964-12-10 05:00:00+00:00,BOSTON CELTICS,116,CINCINNATI ROYALS,101
1964-12-10 05:00:00+00:00,ST. LOUIS HAWKS,95,LOS ANGELES LAKERS,91
1964-12-11 05:00:00+00:00,BOSTON CELTICS,118,PHILADELPHIA 76ERS,109
1964-12-11 05:00:00+00:00,DETROIT PISTONS,104,SAN FRANCISCO WARRIORS,100
1964-12-12 05:00:00+00:00,BALTIMORE BULLETS,99,BOSTON CELTICS,112
1964-12-12 05:00:00+00:00,CINCINNATI ROYALS,115,ST. LOUIS HAWKS,109
1964-12-12 05:00:00+00:00,DETROIT PISTONS,107,SAN FRANCISCO WARRIORS,124
1964-12-12 05:00:00+00:00,PHILADELPHIA 76ERS,106,NEW YORK KNICKS,133
