start_time,away_team,away_team_score,home_team,home_team_score
1989-11-03 05:00:00+00:00,INDIANA PACERS,126,ATLANTA HAWKS,103
1989-11-03 05:00:00+00:00,MILWAUKEE BUCKS,114,BOSTON CELTICS,127
1989-11-03 05:00:00+00:00,WASHINGTON BULLETS,116,CHARLOTTE HORNETS,96
1989-11-03 05:00:00+00:00,CLEVELAND CAVALIERS,119,CHICAGO BULLS,124
1989-11-03 05:00:00+00:00,LOS ANGELES LAKERS,102,DALLAS MAVERICKS,94
1989-11-03 05:00:00+00:00,NEW YORK KNICKS,103,DETROIT PISTONS,106
1989-11-03 05:00:00+00:00,HOUSTON ROCKETS,88,LOS ANGELES CLIPPERS,102
1989-11-03 05:00:00+00:00,NEW JERSEY NETS,110,MIAMI HEAT,90
1989-11-03 05:00:00+00:00,GOLDEN STATE WARRIORS,106,PHOENIX SUNS,136
1989-11-03 05:00:00+00:00,SACRAMENTO KINGS,96,PORTLAND TRAIL BLAZERS,114
1989-11-03 05:00:00+00:00,MINNESOTA TIMBERWOLVES,94,SEATTLE SUPERSONICS,106
1989-11-03 05:00:00+00:00,DENVER NUGGETS,113,UTAH JAZZ,122
1989-11-04 05:00:00+00:00,BOSTON CELTICS,102,CHICAGO BULLS,100
1989-11-04 05:00:00+00:00,PHOENIX SUNS,132,DENVER NUGGETS,135
1989-11-04 05:00:00+00:00,HOUSTON ROCKETS,132,GOLDEN STATE WARRIORS,105
1989-11-04 05:00:00+00:00,CLEVELAND CAVALIERS,98,INDIANA PACERS,106
1989-11-04 05:00:00+00:00,MIAMI HEAT,99,NEW YORK KNICKS,119
1989-11-04 05:00:00+00:00,NEW JERSEY NETS,111,ORLANDO MAGIC,106
1989-11-04 05:00:00+00:00,MILWAUKEE BUCKS,102,PHILADELPHIA 76ERS,96
1989-11-04 05:00:00+00:00,SEATTLE SUPERSONICS,100,SACRAMENTO KINGS,107
1989-11-04 05:00:00+00:00,LOS ANGELES LAKERS,98,SAN ANTONIO SPURS,106
1989-11-04 05:00:00+00:00,DETROIT PISTONS,95,WASHINGTON BULLETS,93
1989-11-05 05:00:00+00:00,MINNESOTA TIMBERWOLVES,83,PORTLAND TRAIL BLAZERS,93
1989-11-06 05:00:00+00:00,NEW YORK KNICKS,110,ORLANDO MAGIC,118
1989-11-07 05:00:00+00:00,WASHINGTON BULLETS,118,ATLANTA HAWKS,114
1989-11-07 05:00:00+00:00,DETROIT PISTONS,114,CHICAGO BULLS,117
1989-11-07 05:00:00+00:00,LOS ANGELES CLIPPERS,94,GOLDEN STATE WARRIORS,118
1989-11-07 05:00:00+00:00,PORTLAND TRAIL BLAZERS,86,HOUSTON ROCKETS,109
1989-11-07 05:00:00+00:00,PHOENIX SUNS,107,LOS ANGELES LAKERS,111
1989-11-07 05:00:00+00:00,BOSTON CELTICS,100,MILWAUKEE BUCKS,106
1989-11-07 05:00:00+00:00,MIAMI HEAT,83,NEW JERSEY NETS,77
1989-11-07 05:00:00+00:00,DALLAS MAVERICKS,94,SACRAMENTO KINGS,96
1989-11-07 05:00:00+00:00,CHARLOTTE HORNETS,88,SEATTLE SUPERSONICS,128
1989-11-08 05:00:00+00:00,ORLANDO MAGIC,117,CLEVELAND CAVALIERS,110
1989-11-08 05:00:00+00:00,SACRAMENTO KINGS,84,DENVER NUGGETS,102
1989-11-08 05:00:00+00:00,DETROIT PISTONS,74,INDIANA PACERS,95
1989-11-08 05:00:00+00:00,DALLAS MAVERICKS,123,LOS ANGELES CLIPPERS,99
1989-11-08 05:00:00+00:00,CHICAGO BULLS,96,MINNESOTA TIMBERWOLVES,84
1989-11-08 05:00:00+00:00,MIAMI HEAT,91,PHILADELPHIA 76ERS,115
1989-11-08 05:00:00+00:00,PORTLAND TRAIL BLAZERS,108,SAN ANTONIO SPURS,104
1989-11-08 05:00:00+00:00,CHARLOTTE HORNETS,86,UTAH JAZZ,102
1989-11-08 05:00:00+00:00,BOSTON CELTICS,103,WASHINGTON BULLETS,112
1989-11-09 05:00:00+00:00,LOS ANGELES LAKERS,106,GOLDEN STATE WARRIORS,95
1989-11-09 05:00:00+00:00,DENVER NUGGETS,128,HOUSTON ROCKETS,127
1989-11-09 05:00:00+00:00,SEATTLE SUPERSONICS,154,MILWAUKEE BUCKS,155
1989-11-09 05:00:00+00:00,NEW JERSEY NETS,105,NEW YORK KNICKS,107
1989-11-10 05:00:00+00:00,ATLANTA HAWKS,106,BOSTON CELTICS,117
1989-11-10 05:00:00+00:00,PORTLAND TRAIL BLAZERS,99,DALLAS MAVERICKS,91
1989-11-10 05:00:00+00:00,MIAMI HEAT,98,INDIANA PACERS,102
1989-11-10 05:00:00+00:00,CHARLOTTE HORNETS,100,LOS ANGELES LAKERS,106
1989-11-10 05:00:00+00:00,PHILADELPHIA 76ERS,118,MINNESOTA TIMBERWOLVES,125
1989-11-10 05:00:00+00:00,CHICAGO BULLS,107,NEW JERSEY NETS,117
1989-11-10 05:00:00+00:00,DETROIT PISTONS,125,ORLANDO MAGIC,121
1989-11-10 05:00:00+00:00,SACRAMENTO KINGS,109,PHOENIX SUNS,130
1989-11-10 05:00:00+00:00,SAN ANTONIO SPURS,92,UTAH JAZZ,106
1989-11-10 05:00:00+00:00,CLEVELAND CAVALIERS,92,WASHINGTON BULLETS,100
1989-11-11 05:00:00+00:00,ORLANDO MAGIC,109,ATLANTA HAWKS,148
1989-11-11 05:00:00+00:00,SEATTLE SUPERSONICS,102,CHICAGO BULLS,109
1989-11-11 05:00:00+00:00,BOSTON CELTICS,101,CLEVELAND CAVALIERS,104
1989-11-11 05:00:00+00:00,CHARLOTTE HORNETS,104,GOLDEN STATE WARRIORS,115
1989-11-11 05:00:00+00:00,UTAH JAZZ,92,HOUSTON ROCKETS,100
1989-11-11 05:00:00+00:00,NEW YORK KNICKS,112,LOS ANGELES CLIPPERS,111
1989-11-11 05:00:00+00:00,DETROIT PISTONS,84,MIAMI HEAT,88
1989-11-11 05:00:00+00:00,PHILADELPHIA 76ERS,104,MILWAUKEE BUCKS,96
1989-11-11 05:00:00+00:00,DENVER NUGGETS,108,SAN ANTONIO SPURS,122
1989-11-12 05:00:00+00:00,DALLAS MAVERICKS,98,LOS ANGELES LAKERS,107
1989-11-12 05:00:00+00:00,SEATTLE SUPERSONICS,108,MINNESOTA TIMBERWOLVES,97
1989-11-12 05:00:00+00:00,WASHINGTON BULLETS,104,PORTLAND TRAIL BLAZERS,95
1989-11-13 05:00:00+00:00,ATLANTA HAWKS,112,ORLANDO MAGIC,104
1989-11-13 05:00:00+00:00,WASHINGTON BULLETS,93,UTAH JAZZ,106
1989-11-14 05:00:00+00:00,PHILADELPHIA 76ERS,94,BOSTON CELTICS,96
1989-11-14 05:00:00+00:00,ORLANDO MAGIC,116,CHARLOTTE HORNETS,130
1989-11-14 05:00:00+00:00,DENVER NUGGETS,121,LOS ANGELES CLIPPERS,129
1989-11-14 05:00:00+00:00,HOUSTON ROCKETS,99,MIAMI HEAT,101
1989-11-14 05:00:00+00:00,SAN ANTONIO SPURS,97,MILWAUKEE BUCKS,108
1989-11-14 05:00:00+00:00,GOLDEN STATE WARRIORS,98,MINNESOTA TIMBERWOLVES,101
1989-11-14 05:00:00+00:00,CLEVELAND CAVALIERS,103,NEW JERSEY NETS,92
1989-11-14 05:00:00+00:00,NEW YORK KNICKS,117,PORTLAND TRAIL BLAZERS,118
1989-11-14 05:00:00+00:00,CHICAGO BULLS,96,SACRAMENTO KINGS,94
1989-11-14 05:00:00+00:00,DALLAS MAVERICKS,113,SEATTLE SUPERSONICS,109
1989-11-15 05:00:00+00:00,NEW JERSEY NETS,92,BOSTON CELTICS,126
1989-11-15 05:00:00+00:00,GOLDEN STATE WARRIORS,104,CLEVELAND CAVALIERS,129
1989-11-15 05:00:00+00:00,WASHINGTON BULLETS,98,DENVER NUGGETS,109
1989-11-15 05:00:00+00:00,MIAMI HEAT,94,DETROIT PISTONS,130
1989-11-15 05:00:00+00:00,INDIANA PACERS,94,LOS ANGELES LAKERS,117
1989-11-15 05:00:00+00:00,SAN ANTONIO SPURS,86,MINNESOTA TIMBERWOLVES,76
1989-11-15 05:00:00+00:00,CHARLOTTE HORNETS,96,PHILADELPHIA 76ERS,109
1989-11-15 05:00:00+00:00,PORTLAND TRAIL BLAZERS,107,PHOENIX SUNS,109
1989-11-15 05:00:00+00:00,CHICAGO BULLS,107,UTAH JAZZ,108
1989-11-16 05:00:00+00:00,LOS ANGELES CLIPPERS,82,HOUSTON ROCKETS,94
1989-11-16 05:00:00+00:00,ORLANDO MAGIC,113,MILWAUKEE BUCKS,132
1989-11-16 05:00:00+00:00,NEW YORK KNICKS,121,SACRAMENTO KINGS,102
1989-11-16 05:00:00+00:00,WASHINGTON BULLETS,98,SEATTLE SUPERSONICS,111
1989-11-17 05:00:00+00:00,MINNESOTA TIMBERWOLVES,99,BOSTON CELTICS,116
1989-11-17 05:00:00+00:00,GOLDEN STATE WARRIORS,98,CHARLOTTE HORNETS,99
1989-11-17 05:00:00+00:00,ATLANTA HAWKS,125,CLEVELAND CAVALIERS,131
1989-11-17 05:00:00+00:00,LOS ANGELES CLIPPERS,105,DALLAS MAVERICKS,122
1989-11-17 05:00:00+00:00,MILWAUKEE BUCKS,79,DETROIT PISTONS,106
1989-11-17 05:00:00+00:00,DENVER NUGGETS,105,LOS ANGELES LAKERS,119
1989-11-17 05:00:00+00:00,SAN ANTONIO SPURS,101,PHILADELPHIA 76ERS,108
1989-11-17 05:00:00+00:00,PHOENIX SUNS,109,PORTLAND TRAIL BLAZERS,110
1989-11-17 05:00:00+00:00,INDIANA PACERS,100,UTAH JAZZ,114
1989-11-18 05:00:00+00:00,GOLDEN STATE WARRIORS,96,ATLANTA HAWKS,112
1989-11-18 05:00:00+00:00,MIAMI HEAT,99,DALLAS MAVERICKS,100
1989-11-18 05:00:00+00:00,HOUSTON ROCKETS,111,DENVER NUGGETS,141
1989-11-18 05:00:00+00:00,BOSTON CELTICS,86,DETROIT PISTONS,103
1989-11-18 05:00:00+00:00,SAN ANTONIO SPURS,110,NEW JERSEY NETS,95
1989-11-18 05:00:00+00:00,MINNESOTA TIMBERWOLVES,96,NEW YORK KNICKS,111
1989-11-18 05:00:00+00:00,PHILADELPHIA 76ERS,103,ORLANDO MAGIC,116
1989-11-18 05:00:00+00:00,WASHINGTON BULLETS,107,PHOENIX SUNS,118
1989-11-18 05:00:00+00:00,INDIANA PACERS,102,SACRAMENTO KINGS,107
1989-11-18 05:00:00+00:00,CHICAGO BULLS,110,SEATTLE SUPERSONICS,119
1989-11-19 05:00:00+00:00,MIAMI HEAT,94,HOUSTON ROCKETS,132
1989-11-19 05:00:00+00:00,WASHINGTON BULLETS,115,LOS ANGELES LAKERS,120
1989-11-19 05:00:00+00:00,SEATTLE SUPERSONICS,109,PORTLAND TRAIL BLAZERS,119
