start_time,away_team,away_team_score,home_team,home_team_score
1985-10-25 04:00:00+00:00,CLEVELAND CAVALIERS,115,CHICAGO BULLS,116
1985-10-25 04:00:00+00:00,MILWAUKEE BUCKS,116,DETROIT PISTONS,118
1985-10-25 04:00:00+00:00,DENVER NUGGETS,119,GOLDEN STATE WARRIORS,105
1985-10-25 04:00:00+00:00,PHOENIX SUNS,123,PORTLAND TRAIL BLAZERS,128
1985-10-25 04:00:00+00:00,LOS ANGELES CLIPPERS,108,SACRAMENTO KINGS,104
1985-10-25 04:00:00+00:00,HOUSTON ROCKETS,112,UTAH JAZZ,108
1985-10-25 04:00:00+00:00,WASHINGTON BULLETS,100,ATLANTA HAWKS,91
1985-10-26 00:15:00+00:00,BOSTON CELTICS,109,NEW JERSEY NETS,113
1985-10-26 04:00:00+00:00,SACRAMENTO KINGS,112,DENVER NUGGETS,123
1985-10-26 04:00:00+00:00,LOS ANGELES LAKERS,121,SAN ANTONIO SPURS,116
1985-10-26 04:00:00+00:00,PHILADELPHIA 76ERS,99,NEW YORK KNICKS,89
1985-10-26 04:00:00+00:00,ATLANTA HAWKS,91,MILWAUKEE BUCKS,117
1985-10-26 04:00:00+00:00,HOUSTON ROCKETS,129,LOS ANGELES CLIPPERS,130
1985-10-26 04:00:00+00:00,NEW JERSEY NETS,92,INDIANA PACERS,119
1985-10-26 04:00:00+00:00,SEATTLE SUPERSONICS,95,DALLAS MAVERICKS,101
1985-10-26 04:00:00+00:00,BOSTON CELTICS,105,CLEVELAND CAVALIERS,100
1985-10-26 04:00:00+00:00,DETROIT PISTONS,118,CHICAGO BULLS,121
1985-10-27 04:00:00+00:00,GOLDEN STATE WARRIORS,99,PORTLAND TRAIL BLAZERS,116
1985-10-29 05:00:00+00:00,WASHINGTON BULLETS,97,CLEVELAND CAVALIERS,90
1985-10-29 05:00:00+00:00,UTAH JAZZ,112,SAN ANTONIO SPURS,124
1985-10-29 05:00:00+00:00,DENVER NUGGETS,142,PHOENIX SUNS,127
1985-10-29 05:00:00+00:00,PHILADELPHIA 76ERS,117,MILWAUKEE BUCKS,119
