start_time,away_team,away_team_score,home_team,home_team_score
1953-10-30 05:00:00+00:00,MINNEAPOLIS LAKERS,59,MILWAUKEE HAWKS,69
1953-10-31 05:00:00+00:00,ROCHESTER ROYALS,72,BALTIMORE BULLETS,68
1953-10-31 05:00:00+00:00,MINNEAPOLIS LAKERS,67,NEW YORK KNICKS,91
1953-10-31 05:00:00+00:00,SYRACUSE NATIONALS,73,PHILADELPHIA WARRIORS,79
1953-11-01 05:00:00+00:00,MINNEAPOLIS LAKERS,84,BOSTON CELTICS,79
1953-11-01 05:00:00+00:00,ROCHESTER ROYALS,80,BALTIMORE BULLETS,72
1953-11-01 05:00:00+00:00,PHILADELPHIA WARRIORS,61,SYRACUSE NATIONALS,85
1953-11-01 05:00:00+00:00,MILWAUKEE HAWKS,67,FORT WAYNE PISTONS,77
1953-11-04 05:00:00+00:00,MINNEAPOLIS LAKERS,77,BALTIMORE BULLETS,75
1953-11-04 05:00:00+00:00,NEW YORK KNICKS,73,MILWAUKEE HAWKS,67
1953-11-05 05:00:00+00:00,BOSTON CELTICS,79,FORT WAYNE PISTONS,83
1953-11-05 05:00:00+00:00,MINNEAPOLIS LAKERS,77,SYRACUSE NATIONALS,65
1953-11-06 05:00:00+00:00,NEW YORK KNICKS,80,MILWAUKEE HAWKS,68
1953-11-07 05:00:00+00:00,SYRACUSE NATIONALS,88,BALTIMORE BULLETS,77
1953-11-07 05:00:00+00:00,NEW YORK KNICKS,62,MINNEAPOLIS LAKERS,70
1953-11-07 05:00:00+00:00,BOSTON CELTICS,79,PHILADELPHIA WARRIORS,77
1953-11-07 05:00:00+00:00,FORT WAYNE PISTONS,76,ROCHESTER ROYALS,91
1953-11-08 05:00:00+00:00,PHILADELPHIA WARRIORS,85,BALTIMORE BULLETS,75
1953-11-08 05:00:00+00:00,NEW YORK KNICKS,75,FORT WAYNE PISTONS,70
1953-11-08 05:00:00+00:00,ROCHESTER ROYALS,66,SYRACUSE NATIONALS,85
1953-11-10 05:00:00+00:00,PHILADELPHIA WARRIORS,66,ROCHESTER ROYALS,64
1953-11-10 05:00:00+00:00,MINNEAPOLIS LAKERS,62,FORT WAYNE PISTONS,78
1953-11-10 05:00:00+00:00,SYRACUSE NATIONALS,74,MILWAUKEE HAWKS,59
1953-11-11 05:00:00+00:00,PHILADELPHIA WARRIORS,78,BOSTON CELTICS,72
1953-11-12 05:00:00+00:00,SYRACUSE NATIONALS,74,FORT WAYNE PISTONS,78
1953-11-12 05:00:00+00:00,PHILADELPHIA WARRIORS,65,NEW YORK KNICKS,81
1953-11-13 05:00:00+00:00,MINNEAPOLIS LAKERS,92,MILWAUKEE HAWKS,84
1953-11-14 05:00:00+00:00,FORT WAYNE PISTONS,58,PHILADELPHIA WARRIORS,63
1953-11-14 05:00:00+00:00,MINNEAPOLIS LAKERS,91,ROCHESTER ROYALS,98
