start_time,away_team,away_team_score,home_team,home_team_score
1954-10-30 05:00:00+00:00,FORT WAYNE PISTONS,91,MILWAUKEE HAWKS,72
1954-10-30 05:00:00+00:00,MINNEAPOLIS LAKERS,83,NEW YORK KNICKS,94
1954-10-30 05:00:00+00:00,BOSTON CELTICS,95,ROCHESTER ROYALS,98
1954-10-31 05:00:00+00:00,BOSTON CELTICS,86,FORT WAYNE PISTONS,90
1954-10-31 05:00:00+00:00,MINNEAPOLIS LAKERS,97,SYRACUSE NATIONALS,94
1954-11-02 05:00:00+00:00,NEW YORK KNICKS,91,MILWAUKEE HAWKS,84
1954-11-06 05:00:00+00:00,SYRACUSE NATIONALS,84,BOSTON CELTICS,107
1954-11-06 05:00:00+00:00,NEW YORK KNICKS,83,FORT WAYNE PISTONS,90
1954-11-06 05:00:00+00:00,MINNEAPOLIS LAKERS,79,MILWAUKEE HAWKS,67
1954-11-07 05:00:00+00:00,ROCHESTER ROYALS,84,FORT WAYNE PISTONS,109
1954-11-07 05:00:00+00:00,NEW YORK KNICKS,103,MINNEAPOLIS LAKERS,93
1954-11-07 05:00:00+00:00,MILWAUKEE HAWKS,80,SYRACUSE NATIONALS,97
1954-11-10 05:00:00+00:00,MILWAUKEE HAWKS,86,ROCHESTER ROYALS,90
1954-11-11 05:00:00+00:00,MILWAUKEE HAWKS,95,BOSTON CELTICS,85
1954-11-11 05:00:00+00:00,SYRACUSE NATIONALS,88,FORT WAYNE PISTONS,86
1954-11-11 05:00:00+00:00,ROCHESTER ROYALS,78,NEW YORK KNICKS,79
1954-11-13 05:00:00+00:00,SYRACUSE NATIONALS,72,MILWAUKEE HAWKS,85
1954-11-13 05:00:00+00:00,FORT WAYNE PISTONS,103,ROCHESTER ROYALS,98
1954-11-13 05:00:00+00:00,NEW YORK KNICKS,86,PHILADELPHIA WARRIORS,87
1954-11-14 05:00:00+00:00,MILWAUKEE HAWKS,91,FORT WAYNE PISTONS,93
1954-11-14 05:00:00+00:00,SYRACUSE NATIONALS,92,MINNEAPOLIS LAKERS,99
1954-11-16 05:00:00+00:00,ROCHESTER ROYALS,98,BOSTON CELTICS,99
1954-11-16 05:00:00+00:00,SYRACUSE NATIONALS,86,PHILADELPHIA WARRIORS,85
1954-11-18 05:00:00+00:00,PHILADELPHIA WARRIORS,94,NEW YORK KNICKS,96
1954-11-18 05:00:00+00:00,FORT WAYNE PISTONS,82,SYRACUSE NATIONALS,91
1954-11-20 05:00:00+00:00,BOSTON CELTICS,117,NEW YORK KNICKS,98
1954-11-20 05:00:00+00:00,SYRACUSE NATIONALS,80,ROCHESTER ROYALS,79
1954-11-20 05:00:00+00:00,FORT WAYNE PISTONS,82,PHILADELPHIA WARRIORS,99
1954-11-21 05:00:00+00:00,ROCHESTER ROYALS,78,FORT WAYNE PISTONS,89
1954-11-21 05:00:00+00:00,BOSTON CELTICS,104,SYRACUSE NATIONALS,110
1954-11-24 05:00:00+00:00,NEW YORK KNICKS,103,BOSTON CELTICS,108
1954-11-24 05:00:00+00:00,PHILADELPHIA WARRIORS,91,FORT WAYNE PISTONS,87
1954-11-24 05:00:00+00:00,ROCHESTER ROYALS,90,MILWAUKEE HAWKS,87
1954-11-25 05:00:00+00:00,ROCHESTER ROYALS,84,MINNEAPOLIS LAKERS,95
1954-11-25 05:00:00+00:00,BOSTON CELTICS,98,PHILADELPHIA WARRIORS,103
1954-11-25 05:00:00+00:00,MILWAUKEE HAWKS,85,SYRACUSE NATIONALS,91
1954-11-27 05:00:00+00:00,MINNEAPOLIS LAKERS,81,FORT WAYNE PISTONS,97
1954-11-27 05:00:00+00:00,BOSTON CELTICS,101,ROCHESTER ROYALS,107
1954-11-27 05:00:00+00:00,SYRACUSE NATIONALS,80,NEW YORK KNICKS,74
1954-11-28 05:00:00+00:00,MILWAUKEE HAWKS,81,FORT WAYNE PISTONS,96
1954-11-28 05:00:00+00:00,BOSTON CELTICS,108,MINNEAPOLIS LAKERS,115
1954-11-28 05:00:00+00:00,NEW YORK KNICKS,77,SYRACUSE NATIONALS,79
1954-11-30 05:00:00+00:00,MINNEAPOLIS LAKERS,90,FORT WAYNE PISTONS,92
1954-11-30 05:00:00+00:00,BOSTON CELTICS,118,MILWAUKEE HAWKS,99
1954-11-30 05:00:00+00:00,PHILADELPHIA WARRIORS,91,NEW YORK KNICKS,95
1954-12-01 05:00:00+00:00,SYRACUSE NATIONALS,86,NEW YORK KNICKS,88
1954-12-01 05:00:00+00:00,MINNEAPOLIS LAKERS,91,PHILADELPHIA WARRIORS,88
1954-12-01 05:00:00+00:00,FORT WAYNE PISTONS,101,ROCHESTER ROYALS,96
1954-12-01 05:00:00+00:00,MILWAUKEE HAWKS,90,BOSTON CELTICS,101
1954-12-02 05:00:00+00:00,BOSTON CELTICS,98,FORT WAYNE PISTONS,116
1954-12-02 05:00:00+00:00,MINNEAPOLIS LAKERS,108,MILWAUKEE HAWKS,117
1954-12-02 05:00:00+00:00,ROCHESTER ROYALS,78,SYRACUSE NATIONALS,82
1954-12-03 05:00:00+00:00,PHILADELPHIA WARRIORS,110,MILWAUKEE HAWKS,91
1954-12-04 05:00:00+00:00,ROCHESTER ROYALS,102,BOSTON CELTICS,110
1954-12-04 05:00:00+00:00,SYRACUSE NATIONALS,73,PHILADELPHIA WARRIORS,79
1954-12-04 05:00:00+00:00,FORT WAYNE PISTONS,90,NEW YORK KNICKS,88
1954-12-04 05:00:00+00:00,MINNEAPOLIS LAKERS,88,MILWAUKEE HAWKS,95
1954-12-05 05:00:00+00:00,ROCHESTER ROYALS,97,FORT WAYNE PISTONS,96
1954-12-05 05:00:00+00:00,MILWAUKEE HAWKS,102,MINNEAPOLIS LAKERS,104
1954-12-05 05:00:00+00:00,PHILADELPHIA WARRIORS,72,SYRACUSE NATIONALS,89
1954-12-07 05:00:00+00:00,ROCHESTER ROYALS,93,BOSTON CELTICS,95
1954-12-07 05:00:00+00:00,SYRACUSE NATIONALS,88,PHILADELPHIA WARRIORS,81
1954-12-07 05:00:00+00:00,MINNEAPOLIS LAKERS,89,NEW YORK KNICKS,97
1954-12-07 05:00:00+00:00,MILWAUKEE HAWKS,85,FORT WAYNE PISTONS,101
1954-12-08 05:00:00+00:00,MINNEAPOLIS LAKERS,101,BOSTON CELTICS,99
