start_time,away_team,away_team_score,home_team,home_team_score
1980-10-10 04:00:00+00:00,CLEVELAND CAVALIERS,103,BOSTON CELTICS,130
1980-10-10 04:00:00+00:00,SAN ANTONIO SPURS,113,DENVER NUGGETS,112
1980-10-10 04:00:00+00:00,WASHINGTON BULLETS,95,DETROIT PISTONS,85
1980-10-10 04:00:00+00:00,INDIANA PACERS,110,NEW JERSEY NETS,91
1980-10-10 04:00:00+00:00,MILWAUKEE BUCKS,106,PHILADELPHIA 76ERS,103
1980-10-10 04:00:00+00:00,GOLDEN STATE WARRIORS,101,PHOENIX SUNS,121
1980-10-10 04:00:00+00:00,HOUSTON ROCKETS,104,SAN DIEGO CLIPPERS,120
1980-10-10 04:00:00+00:00,LOS ANGELES LAKERS,99,SEATTLE SUPERSONICS,98
1980-10-10 04:00:00+00:00,PORTLAND TRAIL BLAZERS,86,UTAH JAZZ,96
1980-10-11 04:00:00+00:00,CHICAGO BULLS,93,ATLANTA HAWKS,101
1980-10-11 04:00:00+00:00,NEW JERSEY NETS,99,CLEVELAND CAVALIERS,96
1980-10-11 04:00:00+00:00,SAN ANTONIO SPURS,92,DALLAS MAVERICKS,103
1980-10-11 04:00:00+00:00,SAN DIEGO CLIPPERS,91,GOLDEN STATE WARRIORS,104
1980-10-11 04:00:00+00:00,DETROIT PISTONS,87,INDIANA PACERS,100
1980-10-11 04:00:00+00:00,UTAH JAZZ,91,KANSAS CITY KINGS,98
1980-10-11 04:00:00+00:00,MILWAUKEE BUCKS,109,NEW YORK KNICKS,114
1980-10-11 04:00:00+00:00,PHILADELPHIA 76ERS,126,WASHINGTON BULLETS,120
1980-10-12 04:00:00+00:00,UTAH JAZZ,125,DENVER NUGGETS,121
1980-10-12 04:00:00+00:00,HOUSTON ROCKETS,103,LOS ANGELES LAKERS,114
1980-10-12 04:00:00+00:00,KANSAS CITY KINGS,100,PHOENIX SUNS,109
1980-10-12 04:00:00+00:00,SEATTLE SUPERSONICS,96,PORTLAND TRAIL BLAZERS,107
1980-10-13 04:00:00+00:00,DETROIT PISTONS,92,NEW JERSEY NETS,108
1980-10-14 04:00:00+00:00,BOSTON CELTICS,116,ATLANTA HAWKS,122
1980-10-14 04:00:00+00:00,DETROIT PISTONS,91,CLEVELAND CAVALIERS,99
1980-10-14 04:00:00+00:00,SEATTLE SUPERSONICS,85,DALLAS MAVERICKS,83
1980-10-14 04:00:00+00:00,PHILADELPHIA 76ERS,93,NEW YORK KNICKS,113
1980-10-14 04:00:00+00:00,KANSAS CITY KINGS,103,SAN ANTONIO SPURS,109
1980-10-15 04:00:00+00:00,DALLAS MAVERICKS,98,DENVER NUGGETS,133
