start_time,away_team,away_team_score,home_team,home_team_score
1955-11-05 05:00:00+00:00,NEW YORK KNICKS,100,ROCHESTER ROYALS,98
1955-11-05 05:00:00+00:00,MINNEAPOLIS LAKERS,89,ST. LOUIS HAWKS,101
1955-11-05 05:00:00+00:00,FORT WAYNE PISTONS,113,SYRACUSE NATIONALS,114
1955-11-05 05:00:00+00:00,PHILADELPHIA WARRIORS,87,BOSTON CELTICS,98
1955-11-06 05:00:00+00:00,MINNEAPOLIS LAKERS,96,FORT WAYNE PISTONS,95
1955-11-06 05:00:00+00:00,SYRACUSE NATIONALS,80,ROCHESTER ROYALS,83
1955-11-09 05:00:00+00:00,MINNEAPOLIS LAKERS,106,PHILADELPHIA WARRIORS,117
1955-11-10 05:00:00+00:00,MINNEAPOLIS LAKERS,105,NEW YORK KNICKS,112
1955-11-10 05:00:00+00:00,ROCHESTER ROYALS,84,PHILADELPHIA WARRIORS,89
1955-11-11 05:00:00+00:00,MINNEAPOLIS LAKERS,75,BOSTON CELTICS,119
1955-11-12 05:00:00+00:00,PHILADELPHIA WARRIORS,100,MINNEAPOLIS LAKERS,89
1955-11-12 05:00:00+00:00,SYRACUSE NATIONALS,91,ST. LOUIS HAWKS,81
1955-11-12 05:00:00+00:00,BOSTON CELTICS,95,NEW YORK KNICKS,96
1955-11-12 05:00:00+00:00,ROCHESTER ROYALS,84,FORT WAYNE PISTONS,79
1955-11-13 05:00:00+00:00,SYRACUSE NATIONALS,79,FORT WAYNE PISTONS,93
1955-11-13 05:00:00+00:00,ROCHESTER ROYALS,91,NEW YORK KNICKS,94
1955-11-15 05:00:00+00:00,NEW YORK KNICKS,95,ST. LOUIS HAWKS,121
1955-11-17 05:00:00+00:00,NEW YORK KNICKS,110,FORT WAYNE PISTONS,88
1955-11-17 05:00:00+00:00,BOSTON CELTICS,92,PHILADELPHIA WARRIORS,106
1955-11-17 05:00:00+00:00,MINNEAPOLIS LAKERS,91,SYRACUSE NATIONALS,105
1955-11-19 05:00:00+00:00,MINNEAPOLIS LAKERS,91,ROCHESTER ROYALS,90
1955-11-19 05:00:00+00:00,SYRACUSE NATIONALS,94,PHILADELPHIA WARRIORS,102
1955-11-19 05:00:00+00:00,FORT WAYNE PISTONS,102,BOSTON CELTICS,104
1955-11-19 05:00:00+00:00,ST. LOUIS HAWKS,104,NEW YORK KNICKS,91
1955-11-20 05:00:00+00:00,NEW YORK KNICKS,119,FORT WAYNE PISTONS,115
1955-11-20 05:00:00+00:00,ROCHESTER ROYALS,104,MINNEAPOLIS LAKERS,96
1955-11-20 05:00:00+00:00,ST. LOUIS HAWKS,80,SYRACUSE NATIONALS,84
1955-11-23 05:00:00+00:00,NEW YORK KNICKS,115,BOSTON CELTICS,111
1955-11-23 05:00:00+00:00,SYRACUSE NATIONALS,101,PHILADELPHIA WARRIORS,104
1955-11-23 05:00:00+00:00,ROCHESTER ROYALS,88,ST. LOUIS HAWKS,90
1955-11-24 05:00:00+00:00,ROCHESTER ROYALS,93,FORT WAYNE PISTONS,104
1955-11-24 05:00:00+00:00,ST. LOUIS HAWKS,99,MINNEAPOLIS LAKERS,107
1955-11-24 05:00:00+00:00,NEW YORK KNICKS,97,PHILADELPHIA WARRIORS,118
1955-11-24 05:00:00+00:00,BOSTON CELTICS,103,SYRACUSE NATIONALS,111
1955-11-26 05:00:00+00:00,SYRACUSE NATIONALS,99,NEW YORK KNICKS,100
1955-11-26 05:00:00+00:00,MINNEAPOLIS LAKERS,95,ST. LOUIS HAWKS,104
1955-11-26 05:00:00+00:00,BOSTON CELTICS,104,ROCHESTER ROYALS,103
1955-11-26 05:00:00+00:00,FORT WAYNE PISTONS,82,PHILADELPHIA WARRIORS,87
1955-11-27 05:00:00+00:00,ST. LOUIS HAWKS,106,FORT WAYNE PISTONS,114
1955-11-27 05:00:00+00:00,PHILADELPHIA WARRIORS,94,MINNEAPOLIS LAKERS,99
1955-11-27 05:00:00+00:00,NEW YORK KNICKS,74,SYRACUSE NATIONALS,85
1955-11-29 05:00:00+00:00,SYRACUSE NATIONALS,97,BOSTON CELTICS,105
1955-11-29 05:00:00+00:00,FORT WAYNE PISTONS,104,NEW YORK KNICKS,99
1955-11-29 05:00:00+00:00,PHILADELPHIA WARRIORS,95,ST. LOUIS HAWKS,108
1955-11-30 05:00:00+00:00,ST. LOUIS HAWKS,99,MINNEAPOLIS LAKERS,97
1955-11-30 05:00:00+00:00,FORT WAYNE PISTONS,76,ROCHESTER ROYALS,87
1955-12-01 05:00:00+00:00,ST. LOUIS HAWKS,98,PHILADELPHIA WARRIORS,115
1955-12-01 05:00:00+00:00,NEW YORK KNICKS,90,MINNEAPOLIS LAKERS,97
1955-12-02 05:00:00+00:00,ST. LOUIS HAWKS,81,BOSTON CELTICS,94
1955-12-03 05:00:00+00:00,PHILADELPHIA WARRIORS,109,NEW YORK KNICKS,102
1955-12-03 05:00:00+00:00,ST. LOUIS HAWKS,89,ROCHESTER ROYALS,78
1955-12-03 05:00:00+00:00,MINNEAPOLIS LAKERS,103,SYRACUSE NATIONALS,114
1955-12-04 05:00:00+00:00,BOSTON CELTICS,90,FORT WAYNE PISTONS,111
1955-12-04 05:00:00+00:00,SYRACUSE NATIONALS,102,MINNEAPOLIS LAKERS,96
1955-12-04 05:00:00+00:00,PHILADELPHIA WARRIORS,84,ROCHESTER ROYALS,107
1955-12-06 05:00:00+00:00,SYRACUSE NATIONALS,88,FORT WAYNE PISTONS,90
1955-12-06 05:00:00+00:00,PHILADELPHIA WARRIORS,116,MINNEAPOLIS LAKERS,103
1955-12-06 05:00:00+00:00,ROCHESTER ROYALS,105,NEW YORK KNICKS,116
1955-12-06 05:00:00+00:00,BOSTON CELTICS,122,ST. LOUIS HAWKS,99
1955-12-07 05:00:00+00:00,MINNEAPOLIS LAKERS,79,ROCHESTER ROYALS,92
1955-12-08 05:00:00+00:00,SYRACUSE NATIONALS,94,FORT WAYNE PISTONS,105
1955-12-09 05:00:00+00:00,ROCHESTER ROYALS,109,BOSTON CELTICS,108
1955-12-09 05:00:00+00:00,SYRACUSE NATIONALS,92,PHILADELPHIA WARRIORS,101
1955-12-10 05:00:00+00:00,MINNEAPOLIS LAKERS,102,BOSTON CELTICS,118
1955-12-10 05:00:00+00:00,FORT WAYNE PISTONS,116,ROCHESTER ROYALS,117
1955-12-10 05:00:00+00:00,NEW YORK KNICKS,99,ST. LOUIS HAWKS,80
1955-12-11 05:00:00+00:00,PHILADELPHIA WARRIORS,91,FORT WAYNE PISTONS,96
1955-12-11 05:00:00+00:00,ST. LOUIS HAWKS,91,ROCHESTER ROYALS,93
1955-12-11 05:00:00+00:00,BOSTON CELTICS,89,SYRACUSE NATIONALS,101
1955-12-13 05:00:00+00:00,PHILADELPHIA WARRIORS,109,BOSTON CELTICS,108
1955-12-13 05:00:00+00:00,MINNEAPOLIS LAKERS,91,NEW YORK KNICKS,98
1955-12-14 05:00:00+00:00,NEW YORK KNICKS,100,BOSTON CELTICS,102
