start_time,away_team,away_team_score,home_team,home_team_score
1977-10-18 04:00:00+00:00,NEW JERSEY NETS,93,DETROIT PISTONS,110
1977-10-18 04:00:00+00:00,CHICAGO BULLS,91,CLEVELAND CAVALIERS,88
1977-10-18 04:00:00+00:00,GOLDEN STATE WARRIORS,83,PHOENIX SUNS,100
1977-10-18 04:00:00+00:00,LOS ANGELES LAKERS,112,MILWAUKEE BUCKS,117
1977-10-18 04:00:00+00:00,KANSAS CITY KINGS,113,NEW YORK KNICKS,120
1977-10-19 04:00:00+00:00,KANSAS CITY KINGS,108,BUFFALO BRAVES,112
1977-10-19 04:00:00+00:00,MILWAUKEE BUCKS,115,DENVER NUGGETS,133
1977-10-19 04:00:00+00:00,SEATTLE SUPERSONICS,84,GOLDEN STATE WARRIORS,116
1977-10-19 04:00:00+00:00,CHICAGO BULLS,107,HOUSTON ROCKETS,103
1977-10-19 04:00:00+00:00,LOS ANGELES LAKERS,133,INDIANA PACERS,120
1977-10-19 04:00:00+00:00,DETROIT PISTONS,96,PHILADELPHIA 76ERS,113
1977-10-19 04:00:00+00:00,BOSTON CELTICS,109,SAN ANTONIO SPURS,114
1977-10-20 04:00:00+00:00,CLEVELAND CAVALIERS,107,NEW ORLEANS JAZZ,104
1977-10-21 04:00:00+00:00,NEW ORLEANS JAZZ,111,NEW JERSEY NETS,103
1977-10-21 04:00:00+00:00,DETROIT PISTONS,109,WASHINGTON BULLETS,117
1977-10-21 04:00:00+00:00,PORTLAND TRAIL BLAZERS,106,SEATTLE SUPERSONICS,99
1977-10-21 04:00:00+00:00,HOUSTON ROCKETS,94,KANSAS CITY KINGS,95
1977-10-21 04:00:00+00:00,SAN ANTONIO SPURS,117,GOLDEN STATE WARRIORS,122
1977-10-21 04:00:00+00:00,LOS ANGELES LAKERS,101,DENVER NUGGETS,106
1977-10-21 04:00:00+00:00,INDIANA PACERS,119,CHICAGO BULLS,122
1977-10-22 04:00:00+00:00,CLEVELAND CAVALIERS,101,ATLANTA HAWKS,107
1977-10-22 04:00:00+00:00,NEW JERSEY NETS,96,BUFFALO BRAVES,101
1977-10-22 04:00:00+00:00,DENVER NUGGETS,106,DETROIT PISTONS,126
1977-10-22 04:00:00+00:00,BOSTON CELTICS,98,HOUSTON ROCKETS,110
1977-10-22 04:00:00+00:00,KANSAS CITY KINGS,101,INDIANA PACERS,106
1977-10-22 04:00:00+00:00,CHICAGO BULLS,95,MILWAUKEE BUCKS,113
1977-10-22 04:00:00+00:00,WASHINGTON BULLETS,115,NEW YORK KNICKS,141
1977-10-22 04:00:00+00:00,NEW ORLEANS JAZZ,104,PHILADELPHIA 76ERS,103
1977-10-22 04:00:00+00:00,SAN ANTONIO SPURS,115,PORTLAND TRAIL BLAZERS,130
1977-10-23 04:00:00+00:00,PHOENIX SUNS,104,LOS ANGELES LAKERS,101
1977-10-23 04:00:00+00:00,SAN ANTONIO SPURS,112,SEATTLE SUPERSONICS,94
1977-10-24 04:00:00+00:00,BOSTON CELTICS,85,DETROIT PISTONS,100
1977-10-25 04:00:00+00:00,GOLDEN STATE WARRIORS,105,CHICAGO BULLS,98
1977-10-25 04:00:00+00:00,DENVER NUGGETS,104,INDIANA PACERS,129
1977-10-25 04:00:00+00:00,SAN ANTONIO SPURS,107,LOS ANGELES LAKERS,109
1977-10-25 04:00:00+00:00,CLEVELAND CAVALIERS,117,NEW YORK KNICKS,112
1977-10-25 04:00:00+00:00,KANSAS CITY KINGS,104,PHILADELPHIA 76ERS,112
1977-10-25 04:00:00+00:00,SEATTLE SUPERSONICS,86,PHOENIX SUNS,93
1977-10-25 04:00:00+00:00,BUFFALO BRAVES,85,PORTLAND TRAIL BLAZERS,107
1977-10-25 04:00:00+00:00,ATLANTA HAWKS,103,BOSTON CELTICS,110
1977-10-26 04:00:00+00:00,GOLDEN STATE WARRIORS,107,DETROIT PISTONS,123
1977-10-26 04:00:00+00:00,BUFFALO BRAVES,92,SEATTLE SUPERSONICS,97
1977-10-26 04:00:00+00:00,NEW YORK KNICKS,106,NEW ORLEANS JAZZ,123
1977-10-26 04:00:00+00:00,ATLANTA HAWKS,113,NEW JERSEY NETS,110
1977-10-26 04:00:00+00:00,PORTLAND TRAIL BLAZERS,108,DENVER NUGGETS,111
1977-10-27 04:00:00+00:00,KANSAS CITY KINGS,119,CLEVELAND CAVALIERS,104
1977-10-27 04:00:00+00:00,MILWAUKEE BUCKS,110,HOUSTON ROCKETS,133
1977-10-28 04:00:00+00:00,LOS ANGELES LAKERS,95,ATLANTA HAWKS,102
1977-10-28 04:00:00+00:00,PHILADELPHIA 76ERS,94,PORTLAND TRAIL BLAZERS,98
1977-10-28 04:00:00+00:00,PHOENIX SUNS,107,NEW ORLEANS JAZZ,114
1977-10-28 04:00:00+00:00,BOSTON CELTICS,109,NEW JERSEY NETS,116
1977-10-28 04:00:00+00:00,WASHINGTON BULLETS,127,INDIANA PACERS,136
1977-10-28 04:00:00+00:00,BUFFALO BRAVES,97,GOLDEN STATE WARRIORS,104
1977-10-29 04:00:00+00:00,SEATTLE SUPERSONICS,97,CHICAGO BULLS,101
1977-10-29 04:00:00+00:00,BOSTON CELTICS,98,CLEVELAND CAVALIERS,103
1977-10-29 04:00:00+00:00,BUFFALO BRAVES,111,DENVER NUGGETS,127
1977-10-29 04:00:00+00:00,PHILADELPHIA 76ERS,110,GOLDEN STATE WARRIORS,113
1977-10-29 04:00:00+00:00,PHOENIX SUNS,112,HOUSTON ROCKETS,125
1977-10-29 04:00:00+00:00,WASHINGTON BULLETS,106,KANSAS CITY KINGS,120
1977-10-29 04:00:00+00:00,DETROIT PISTONS,117,NEW YORK KNICKS,124
1977-10-29 04:00:00+00:00,LOS ANGELES LAKERS,118,SAN ANTONIO SPURS,129
1977-10-30 04:00:00+00:00,SEATTLE SUPERSONICS,95,MILWAUKEE BUCKS,108
1977-10-31 05:00:00+00:00,SAN ANTONIO SPURS,145,PHOENIX SUNS,143
1977-11-01 05:00:00+00:00,SEATTLE SUPERSONICS,99,ATLANTA HAWKS,102
1977-11-01 05:00:00+00:00,DENVER NUGGETS,93,CLEVELAND CAVALIERS,110
1977-11-01 05:00:00+00:00,KANSAS CITY KINGS,95,MILWAUKEE BUCKS,115
1977-11-01 05:00:00+00:00,CHICAGO BULLS,88,NEW ORLEANS JAZZ,99
1977-11-01 05:00:00+00:00,NEW YORK KNICKS,104,PORTLAND TRAIL BLAZERS,113
1977-11-01 05:00:00+00:00,GOLDEN STATE WARRIORS,108,SAN ANTONIO SPURS,97
1977-11-02 05:00:00+00:00,CLEVELAND CAVALIERS,104,BOSTON CELTICS,101
1977-11-02 05:00:00+00:00,DENVER NUGGETS,100,BUFFALO BRAVES,104
1977-11-02 05:00:00+00:00,ATLANTA HAWKS,102,DETROIT PISTONS,89
1977-11-02 05:00:00+00:00,SEATTLE SUPERSONICS,106,INDIANA PACERS,104
1977-11-02 05:00:00+00:00,NEW ORLEANS JAZZ,102,KANSAS CITY KINGS,104
1977-11-02 05:00:00+00:00,LOS ANGELES LAKERS,107,NEW JERSEY NETS,102
1977-11-02 05:00:00+00:00,CHICAGO BULLS,103,PHILADELPHIA 76ERS,102
1977-11-03 05:00:00+00:00,MILWAUKEE BUCKS,91,CLEVELAND CAVALIERS,100
1977-11-03 05:00:00+00:00,GOLDEN STATE WARRIORS,111,HOUSTON ROCKETS,113
1977-11-03 05:00:00+00:00,PHOENIX SUNS,110,SAN ANTONIO SPURS,89
1977-11-04 05:00:00+00:00,DENVER NUGGETS,109,BOSTON CELTICS,107
1977-11-04 05:00:00+00:00,BUFFALO BRAVES,100,CHICAGO BULLS,92
1977-11-04 05:00:00+00:00,ATLANTA HAWKS,111,KANSAS CITY KINGS,110
1977-11-04 05:00:00+00:00,INDIANA PACERS,99,LOS ANGELES LAKERS,111
1977-11-04 05:00:00+00:00,HOUSTON ROCKETS,108,MILWAUKEE BUCKS,110
1977-11-04 05:00:00+00:00,PHILADELPHIA 76ERS,107,NEW JERSEY NETS,104
1977-11-04 05:00:00+00:00,GOLDEN STATE WARRIORS,102,NEW ORLEANS JAZZ,105
1977-11-04 05:00:00+00:00,NEW YORK KNICKS,95,SEATTLE SUPERSONICS,92
1977-11-04 05:00:00+00:00,PHOENIX SUNS,96,WASHINGTON BULLETS,113
1977-11-05 05:00:00+00:00,GOLDEN STATE WARRIORS,94,ATLANTA HAWKS,100
1977-11-05 05:00:00+00:00,SAN ANTONIO SPURS,111,BUFFALO BRAVES,101
1977-11-05 05:00:00+00:00,PHOENIX SUNS,94,CHICAGO BULLS,111
1977-11-05 05:00:00+00:00,NEW JERSEY NETS,93,CLEVELAND CAVALIERS,105
1977-11-05 05:00:00+00:00,WASHINGTON BULLETS,105,HOUSTON ROCKETS,116
1977-11-05 05:00:00+00:00,DENVER NUGGETS,101,PHILADELPHIA 76ERS,132
1977-11-05 05:00:00+00:00,SEATTLE SUPERSONICS,94,PORTLAND TRAIL BLAZERS,116
1977-11-06 05:00:00+00:00,NEW YORK KNICKS,106,LOS ANGELES LAKERS,102
1977-11-06 05:00:00+00:00,WASHINGTON BULLETS,108,NEW ORLEANS JAZZ,97
1977-11-06 05:00:00+00:00,INDIANA PACERS,106,PORTLAND TRAIL BLAZERS,108
1977-11-06 05:00:00+00:00,KANSAS CITY KINGS,99,SEATTLE SUPERSONICS,83
1977-11-08 05:00:00+00:00,HOUSTON ROCKETS,104,CHICAGO BULLS,117
1977-11-08 05:00:00+00:00,DENVER NUGGETS,111,MILWAUKEE BUCKS,101
1977-11-08 05:00:00+00:00,SAN ANTONIO SPURS,117,NEW YORK KNICKS,123
