Date,away_team,home_team,away_team_score,home_team_score
19520415,Cleveland Indians,Chicago White Sox,3,2
19520415,St. Louis Browns,Detroit Tigers,3,0
19520415,Boston Red Sox,Washington Senators,3,0
19520415,Brooklyn Dodgers,Boston Braves,3,2
19520415,Chicago Cubs,Cincinnati Reds,6,5
19520415,Pittsburgh Pirates,St. Louis Cardinals,2,3
19520416,Cleveland Indians,Chicago White Sox,1,0
19520416,St. Louis Browns,Detroit Tigers,5,4
19520416,New York Yankees,Philadelphia Athletics,8,1
19520416,Boston Red Sox,Washington Senators,3,4
19520416,Brooklyn Dodgers,Boston Braves,14,8
19520416,Philadelpia Phillies,New York Giants,3,5
19520416,Pittsburgh Pirates,St. Louis Cardinals,5,6
19520417,Cleveland Indians,Chicago White Sox,5,3
19520417,St. Louis Browns,Detroit Tigers,3,1
19520417,New York Yankees,Philadelphia Athletics,1,3
19520417,Boston Red Sox,Washington Senators,9,2
19520417,Brooklyn Dodgers,Boston Braves,8,2
19520417,Chicago Cubs,Cincinnati Reds,0,3
19520417,Philadelpia Phillies,New York Giants,5,3
19520417,Pittsburgh Pirates,St. Louis Cardinals,5,3
19520418,Philadelphia Athletics,Boston Red Sox,4,5
19520418,Detroit Tigers,Cleveland Indians,0,5
19520418,Washington Senators,New York Yankees,3,1
19520418,Chicago White Sox,St. Louis Browns,1,7
19520418,New York Giants,Brooklyn Dodgers,6,7
19520418,St. Louis Cardinals,Chicago Cubs,4,5
19520418,Boston Braves,Philadelpia Phillies,3,2
19520418,Cincinnati Reds,Pittsburgh Pirates,0,3
19520419,Philadelphia Athletics,Boston Red Sox,2,11
19520419,Philadelphia Athletics,Boston Red Sox,1,6
19520419,Detroit Tigers,Cleveland Indians,5,7
19520419,Washington Senators,New York Yankees,2,0
19520419,Chicago White Sox,St. Louis Browns,8,3
19520419,New York Giants,Brooklyn Dodgers,6,11
19520419,St. Louis Cardinals,Chicago Cubs,1,8
19520419,Boston Braves,Philadelpia Phillies,9,7
19520419,Cincinnati Reds,Pittsburgh Pirates,9,3
19520420,Washington Senators,Boston Red Sox,3,6
19520420,Detroit Tigers,Cleveland Indians,2,3
19520420,Detroit Tigers,Cleveland Indians,2,7
19520420,Philadelphia Athletics,New York Yankees,6,9
19520420,Chicago White Sox,St. Louis Browns,0,8
19520420,Chicago White Sox,St. Louis Browns,10,5
19520420,New York Giants,Brooklyn Dodgers,6,0
19520420,St. Louis Cardinals,Chicago Cubs,2,1
19520420,Boston Braves,Philadelpia Phillies,3,4
19520420,Boston Braves,Philadelpia Phillies,2,1
19520420,Cincinnati Reds,Pittsburgh Pirates,8,6
19520420,Cincinnati Reds,Pittsburgh Pirates,12,2
19520421,Washington Senators,Boston Red Sox,3,2
19520421,Philadelphia Athletics,New York Yankees,1,5
19520421,New York Giants,Philadelpia Phillies,10,4
19520421,Chicago Cubs,Pittsburgh Pirates,7,1
19520422,Washington Senators,Boston Red Sox,5,10
19520422,Detroit Tigers,Chicago White Sox,0,2
19520422,Philadelphia Athletics,New York Yankees,1,3
19520422,Cleveland Indians,St. Louis Browns,3,8
19520422,Boston Braves,Brooklyn Dodgers,1,2
19520422,Boston Braves,Brooklyn Dodgers,1,3
19520422,St. Louis Cardinals,Cincinnati Reds,1,2
19520422,New York Giants,Philadelpia Phillies,4,1
19520422,Chicago Cubs,Pittsburgh Pirates,13,2
19520423,New York Yankees,Boston Red Sox,1,3
19520423,Cleveland Indians,St. Louis Browns,0,1
19520423,Boston Braves,New York Giants,5,9
19520424,New York Yankees,Boston Red Sox,2,3
19520424,Boston Braves,New York Giants,6,3
19520425,Chicago White Sox,Cleveland Indians,4,5
19520425,Cincinnati Reds,Chicago Cubs,3,7
19520425,St. Louis Cardinals,Pittsburgh Pirates,6,4
19520426,St. Louis Browns,Chicago White Sox,0,5
19520426,Cleveland Indians,Detroit Tigers,0,13
19520426,Philadelpia Phillies,Boston Braves,8,0
19520426,Pittsburgh Pirates,Cincinnati Reds,2,9
19520426,Chicago Cubs,St. Louis Cardinals,3,4
19520427,St. Louis Browns,Chicago White Sox,6,7
19520427,St. Louis Browns,Chicago White Sox,3,6
19520427,Cleveland Indians,Detroit Tigers,0,1
19520427,Pittsburgh Pirates,Cincinnati Reds,2,8
19520427,Pittsburgh Pirates,Cincinnati Reds,0,1
19520427,Chicago Cubs,St. Louis Cardinals,6,3
19520428,Chicago Cubs,St. Louis Cardinals,4,3
19520429,Cleveland Indians,Philadelphia Athletics,21,9
