Date,away_team,home_team,away_team_score,home_team_score
19550411,Baltimore Orioles,Washington Senators,5,12
19550411,Chicago Cubs,Cincinnati Reds,7,5
19550412,Boston Red Sox,Baltimore Orioles,7,1
19550412,Chicago White Sox,Cleveland Indians,1,5
19550412,Detroit Tigers,Kansas City Athletics,2,6
19550412,St. Louis Cardinals,Chicago Cubs,4,14
19550412,Cincinnati Reds,Milwaukee Braves,2,4
19550413,Detroit Tigers,Kansas City Athletics,10,2
19550413,Washington Senators,New York Yankees,1,19
19550413,Pittsburgh Pirates,Brooklyn Dodgers,1,6
19550413,New York Giants,Philadelpia Phillies,2,4
19550414,New York Yankees,Boston Red Sox,4,8
19550414,Kansas City Athletics,Chicago White Sox,1,7
19550414,Cleveland Indians,Detroit Tigers,5,3
19550414,Chicago Cubs,Cincinnati Reds,6,4
19550414,Brooklyn Dodgers,New York Giants,10,8
19550414,Philadelpia Phillies,Pittsburgh Pirates,4,3
19550414,Milwaukee Braves,St. Louis Cardinals,7,8
19550415,New York Yankees,Boston Red Sox,6,4
19550415,Cleveland Indians,Detroit Tigers,7,3
19550415,Brooklyn Dodgers,New York Giants,6,3
19550416,Baltimore Orioles,Boston Red Sox,5,6
19550416,Cleveland Indians,Chicago White Sox,4,9
19550416,Kansas City Athletics,Detroit Tigers,3,8
19550416,New York Yankees,Washington Senators,5,2
19550416,Milwaukee Braves,Cincinnati Reds,9,5
19550416,Philadelpia Phillies,New York Giants,3,8
19550416,Brooklyn Dodgers,Pittsburgh Pirates,6,0
19550416,Chicago Cubs,St. Louis Cardinals,11,12
19550417,Baltimore Orioles,Boston Red Sox,5,14
19550417,Baltimore Orioles,Boston Red Sox,9,12
19550417,Cleveland Indians,Chicago White Sox,1,3
19550417,Cleveland Indians,Chicago White Sox,4,2
19550417,Kansas City Athletics,Detroit Tigers,0,16
19550417,New York Yankees,Washington Senators,3,7
19550417,Milwaukee Braves,Cincinnati Reds,10,1
19550417,Milwaukee Braves,Cincinnati Reds,5,6
19550417,Philadelpia Phillies,New York Giants,4,2
19550417,Philadelpia Phillies,New York Giants,4,2
19550417,Brooklyn Dodgers,Pittsburgh Pirates,10,3
19550417,Brooklyn Dodgers,Pittsburgh Pirates,3,2
19550417,Chicago Cubs,St. Louis Cardinals,6,5
19550417,Chicago Cubs,St. Louis Cardinals,1,14
19550418,New York Yankees,Baltimore Orioles,6,0
19550418,Cleveland Indians,Kansas City Athletics,11,9
19550418,Chicago Cubs,Milwaukee Braves,1,2
19550418,Pittsburgh Pirates,New York Giants,3,12
19550418,Brooklyn Dodgers,Philadelpia Phillies,5,2
19550418,Cincinnati Reds,St. Louis Cardinals,7,4
19550419,Cleveland Indians,Kansas City Athletics,7,8
19550419,Chicago Cubs,Milwaukee Braves,2,3
19550419,Brooklyn Dodgers,Philadelpia Phillies,7,6
19550419,Cincinnati Reds,St. Louis Cardinals,5,6
19550420,Baltimore Orioles,New York Yankees,6,3
19550420,Boston Red Sox,Washington Senators,1,0
19550420,Philadelpia Phillies,Brooklyn Dodgers,2,3
19550420,Milwaukee Braves,Chicago Cubs,9,5
19550420,St. Louis Cardinals,Cincinnati Reds,3,0
19550421,Chicago White Sox,Detroit Tigers,9,1
19550421,Baltimore Orioles,New York Yankees,2,14
