Date,away_team,home_team,away_team_score,home_team_score
19250414,Chicago White Sox,Detroit Tigers,3,4
19250414,Washington Senators,New York Yankees,1,5
19250414,Boston Red Sox,Philadelphia Athletics,8,9
19250414,Cleveland Indians,St. Louis Browns,21,14
19250414,Philadelpia Phillies,Brooklyn Dodgers,1,3
19250414,New York Giants,Boston Braves,4,5
19250414,Pittsburgh Pirates,Chicago Cubs,2,8
19250414,St. Louis Cardinals,Cincinnati Reds,0,4
19250415,Chicago White Sox,Detroit Tigers,9,6
19250415,Washington Senators,New York Yankees,5,2
19250415,Boston Red Sox,Philadelphia Athletics,3,5
19250415,Philadelpia Phillies,Brooklyn Dodgers,4,6
19250415,Pittsburgh Pirates,Chicago Cubs,8,4
19250415,St. Louis Cardinals,Cincinnati Reds,2,4
19250416,Chicago White Sox,Detroit Tigers,4,2
19250416,Washington Senators,New York Yankees,7,5
19250416,Cleveland Indians,St. Louis Browns,2,1
19250416,Boston Red Sox,Philadelphia Athletics,3,7
19250416,Philadelpia Phillies,Brooklyn Dodgers,8,1
19250416,New York Giants,Boston Braves,8,1
19250416,Pittsburgh Pirates,Chicago Cubs,3,8
19250416,St. Louis Cardinals,Cincinnati Reds,3,7
19250417,Chicago White Sox,Detroit Tigers,3,9
19250417,Washington Senators,New York Yankees,6,1
19250417,Boston Red Sox,Philadelphia Athletics,4,3
19250417,Cleveland Indians,St. Louis Browns,1,0
19250417,New York Giants,Boston Braves,2,0
19250417,Pittsburgh Pirates,Chicago Cubs,6,9
19250417,St. Louis Cardinals,Cincinnati Reds,8,6
19250418,Cleveland Indians,Detroit Tigers,5,3
19250418,Boston Red Sox,New York Yankees,3,6
19250418,Washington Senators,Philadelphia Athletics,0,3
19250418,Chicago White Sox,St. Louis Browns,14,5
19250418,New York Giants,Brooklyn Dodgers,7,1
19250418,St. Louis Cardinals,Chicago Cubs,20,5
19250418,Pittsburgh Pirates,Cincinnati Reds,2,12
19250418,Philadelpia Phillies,Boston Braves,14,13
19250419,Chicago White Sox,St. Louis Browns,4,11
19250419,New York Giants,Brooklyn Dodgers,4,3
19250419,Pittsburgh Pirates,Cincinnati Reds,2,6
19250419,St. Louis Cardinals,Chicago Cubs,6,0
19250420,Cleveland Indians,Detroit Tigers,5,4
19250420,Chicago White Sox,St. Louis Browns,11,10
19250420,St. Louis Cardinals,Chicago Cubs,2,1
19250420,Pittsburgh Pirates,Cincinnati Reds,4,2
19250421,Cleveland Indians,Detroit Tigers,3,4
19250421,Boston Red Sox,New York Yankees,1,5
19250421,Chicago White Sox,St. Louis Browns,8,9
19250421,Washington Senators,Philadelphia Athletics,6,2
19250422,Detroit Tigers,Chicago White Sox,1,3
19250422,St. Louis Browns,Cleveland Indians,3,2
19250422,New York Yankees,Washington Senators,1,10
19250422,Philadelphia Athletics,Boston Red Sox,6,5
19250422,Boston Braves,New York Giants,5,6
19250422,Brooklyn Dodgers,Philadelpia Phillies,7,8
19250422,Chicago Cubs,Pittsburgh Pirates,1,6
19250422,Cincinnati Reds,St. Louis Cardinals,3,12
19250423,Detroit Tigers,Chicago White Sox,0,1
19250423,St. Louis Browns,Cleveland Indians,9,14
19250423,New York Yankees,Washington Senators,1,2
19250423,Philadelphia Athletics,Boston Red Sox,15,4
19250423,Boston Braves,New York Giants,4,8
19250423,Brooklyn Dodgers,Philadelpia Phillies,8,10
19250423,Chicago Cubs,Pittsburgh Pirates,10,9
19250423,Cincinnati Reds,St. Louis Cardinals,7,2
19250424,St. Louis Browns,Cleveland Indians,4,8
