Date,away_team,home_team,away_team_score,home_team_score
19330412,Cleveland Indians,Detroit Tigers,4,1
19330412,Chicago White Sox,St. Louis Browns,4,2
19330412,Philadelphia Athletics,Washington Senators,1,4
19330412,St. Louis Cardinals,Chicago Cubs,0,3
19330412,Pittsburgh Pirates,Cincinnati Reds,4,1
19330413,Cleveland Indians,Detroit Tigers,7,4
19330413,Boston Red Sox,New York Yankees,3,4
19330413,Chicago White Sox,St. Louis Browns,11,7
19330413,Philadelphia Athletics,Washington Senators,4,11
19330413,St. Louis Cardinals,Chicago Cubs,3,1
19330413,Pittsburgh Pirates,Cincinnati Reds,5,2
19330413,Brooklyn Dodgers,Philadelpia Phillies,5,4
19330414,Boston Red Sox,New York Yankees,2,6
19330414,Philadelphia Athletics,Washington Senators,5,1
19330414,Brooklyn Dodgers,Philadelpia Phillies,7,1
19330415,Chicago White Sox,Detroit Tigers,0,3
19330415,Philadelphia Athletics,New York Yankees,3,7
19330415,Boston Red Sox,Washington Senators,1,2
19330415,Pittsburgh Pirates,Chicago Cubs,6,4
19330415,Brooklyn Dodgers,Philadelpia Phillies,1,2
19330416,Philadelphia Athletics,New York Yankees,4,5
19330416,Cleveland Indians,St. Louis Browns,7,1
19330416,New York Giants,Brooklyn Dodgers,1,1
19330416,Philadelpia Phillies,Boston Braves,2,0
19330416,St. Louis Cardinals,Cincinnati Reds,0,7
19330417,Chicago White Sox,Detroit Tigers,5,8
19330417,Cleveland Indians,St. Louis Browns,3,4
19330417,Boston Red Sox,Washington Senators,4,2
19330418,Chicago White Sox,Detroit Tigers,12,0
19330418,Philadelphia Athletics,New York Yankees,1,2
19330418,Cleveland Indians,St. Louis Browns,0,1
19330418,Boston Red Sox,Washington Senators,6,4
19330418,Pittsburgh Pirates,Chicago Cubs,1,3
19330418,New York Giants,Philadelpia Phillies,3,2
19330419,St. Louis Browns,Chicago White Sox,0,3
19330419,Brooklyn Dodgers,Boston Braves,2,1
19330420,St. Louis Browns,Chicago White Sox,4,5
19330420,Detroit Tigers,Cleveland Indians,1,3
19330420,Washington Senators,Philadelphia Athletics,1,8
19330420,Philadelpia Phillies,Brooklyn Dodgers,10,2
19330420,Boston Braves,New York Giants,0,1
19330420,Chicago Cubs,St. Louis Cardinals,3,1
19330421,New York Yankees,Boston Red Sox,7,5
19330421,St. Louis Browns,Chicago White Sox,4,0
19330421,Detroit Tigers,Cleveland Indians,0,5
19330421,Washington Senators,Philadelphia Athletics,1,3
19330421,Boston Braves,New York Giants,3,1
19330421,Cincinnati Reds,Pittsburgh Pirates,1,5
19330421,Chicago Cubs,St. Louis Cardinals,0,4
19330422,New York Yankees,Boston Red Sox,2,1
19330422,Cleveland Indians,Chicago White Sox,1,3
19330422,St. Louis Browns,Detroit Tigers,1,5
19330422,Washington Senators,Philadelphia Athletics,10,7
19330422,Philadelpia Phillies,Brooklyn Dodgers,2,6
19330422,Boston Braves,New York Giants,7,3
19330422,Cincinnati Reds,Pittsburgh Pirates,5,6
19330422,Chicago Cubs,St. Louis Cardinals,0,2
19330423,Philadelphia Athletics,Boston Red Sox,5,7
19330423,Cleveland Indians,Chicago White Sox,1,4
19330423,St. Louis Browns,Detroit Tigers,0,2
19330423,New York Yankees,Washington Senators,4,5
