Date,away_team,home_team,away_team_score,home_team_score
19840402,Chicago White Sox,Baltimore Orioles,5,2
19840402,Boston Red Sox,California Angels,1,2
19840402,New York Mets,Cincinnati Reds,1,8
19840403,New York Yankees,Kansas City Royals,2,4
19840403,Detroit Tigers,Minensota Twins,8,1
19840403,Milwaukee Brewers,Oakland Athletics,5,6
19840403,Cleveland Indians,Texas Rangers,9,1
19840403,Philadelpia Phillies,Atlanta Braves,5,0
19840403,Montreal Expos,Houston Colts,4,2
19840403,St. Louis Cardinals,Los Angeles Dodgers,11,7
19840403,Pittsburgh Pirates,San Diego Padres,1,5
19840403,Chicago Cubs,San  Francisco Giants,5,3
19840404,Boston Red Sox,California Angels,2,1
19840404,New York Yankees,Kansas City Royals,4,3
19840404,Milwaukee Brewers,Oakland Athletics,3,4
19840404,Toronto Blue Jays,Seattle Mariners,2,3
19840404,Philadelpia Phillies,Atlanta Braves,0,4
19840404,New York Mets,Cincinnati Reds,2,0
19840404,Montreal Expos,Houston Colts,2,8
19840405,Boston Red Sox,California Angels,7,4
19840405,New York Yankees,Kansas City Royals,4,15
19840405,Detroit Tigers,Minensota Twins,7,3
19840405,Toronto Blue Jays,Seattle Mariners,13,5
19840405,Cleveland Indians,Texas Rangers,7,3
19840405,St. Louis Cardinals,Los Angeles Dodgers,2,5
19840405,Pittsburgh Pirates,San Diego Padres,6,8
19840405,Chicago Cubs,San  Francisco Giants,11,7
19840406,Toronto Blue Jays,California Angels,11,5
19840406,Detroit Tigers,Chicago White Sox,3,2
19840406,Cleveland Indians,Kansas City Royals,2,0
19840406,Baltimore Orioles,Minensota Twins,4,9
19840406,Boston Red Sox,Oakland Athletics,1,3
19840406,Milwaukee Brewers,Seattle Mariners,3,6
19840406,New York Yankees,Texas Rangers,6,7
19840406,Montreal Expos,Atlanta Braves,8,5
19840406,Philadelpia Phillies,Cincinnati Reds,8,4
19840406,New York Mets,Houston Colts,8,1
19840406,Pittsburgh Pirates,Los Angeles Dodgers,3,1
19840406,Chicago Cubs,San Diego Padres,2,3
19840406,St. Louis Cardinals,San  Francisco Giants,2,0
19840407,Toronto Blue Jays,California Angels,3,1
19840407,Detroit Tigers,Chicago White Sox,4,0
19840407,Baltimore Orioles,Minensota Twins,4,13
19840407,Boston Red Sox,Oakland Athletics,3,0
19840407,Milwaukee Brewers,Seattle Mariners,2,3
19840407,New York Yankees,Texas Rangers,5,8
19840407,Montreal Expos,Atlanta Braves,7,2
19840407,Philadelpia Phillies,Cincinnati Reds,9,1
19840407,New York Mets,Houston Colts,3,2
19840407,Pittsburgh Pirates,Los Angeles Dodgers,3,0
19840407,Chicago Cubs,San Diego Padres,6,7
19840407,St. Louis Cardinals,San  Francisco Giants,0,11
19840408,Toronto Blue Jays,California Angels,3,4
19840408,Detroit Tigers,Chicago White Sox,7,3
19840408,Cleveland Indians,Kansas City Royals,4,5
19840408,Baltimore Orioles,Minensota Twins,3,7
19840408,Boston Red Sox,Oakland Athletics,2,14
19840408,Milwaukee Brewers,Seattle Mariners,4,5
19840408,New York Yankees,Texas Rangers,4,3
19840408,Montreal Expos,Atlanta Braves,2,6
19840408,Philadelpia Phillies,Cincinnati Reds,7,8
19840408,New York Mets,Houston Colts,3,1
19840408,Pittsburgh Pirates,Los Angeles Dodgers,5,2
19840408,Chicago Cubs,San Diego Padres,8,5
19840408,St. Louis Cardinals,San  Francisco Giants,9,3
19840409,Toronto Blue Jays,Oakland Athletics,3,4
19840409,Montreal Expos,Cincinnati Reds,6,9
19840409,Chicago Cubs,Los Angeles Dodgers,2,4
19840410,Kansas City Royals,Baltimore Orioles,3,6
19840410,Milwaukee Brewers,California Angels,10,1
19840410,Cleveland Indians,Chicago White Sox,3,7
19840410,Texas Rangers,Detroit Tigers,1,5
19840410,Minensota Twins,New York Yankees,1,4
19840410,Toronto Blue Jays,Oakland Athletics,3,0
19840410,Boston Red Sox,Seattle Mariners,1,5
19840410,New York Mets,Atlanta Braves,4,2
19840410,Montreal Expos,Cincinnati Reds,6,8
19840410,Houston Colts,Philadelpia Phillies,1,3
19840410,St. Louis Cardinals,San Diego Padres,3,7
19840410,Pittsburgh Pirates,San  Francisco Giants,3,4
19840411,Kansas City Royals,Baltimore Orioles,5,2
19840411,Milwaukee Brewers,California Angels,5,9
19840411,Cleveland Indians,Chicago White Sox,1,6
19840411,Boston Red Sox,Seattle Mariners,4,5
19840411,New York Mets,Atlanta Braves,6,1
19840411,Montreal Expos,Cincinnati Reds,9,3
19840411,Chicago Cubs,Los Angeles Dodgers,1,2
19840411,Houston Colts,Philadelpia Phillies,6,7
19840411,St. Louis Cardinals,San Diego Padres,5,7
19840411,Pittsburgh Pirates,San  Francisco Giants,1,2
19840412,Texas Rangers,Detroit Tigers,4,9
19840412,Minensota Twins,New York Yankees,3,0
19840412,California Angels,Oakland Athletics,3,2
19840412,Atlanta Braves,San Diego Padres,1,6
19840413,Detroit Tigers,Boston Red Sox,13,9
19840413,Milwaukee Brewers,Kansas City Royals,3,6
19840413,Seattle Mariners,Minensota Twins,3,4
19840413,Chicago White Sox,New York Yankees,5,3
19840413,California Angels,Oakland Athletics,1,2
19840413,Toronto Blue Jays,Texas Rangers,3,2
19840413,New York Mets,Chicago Cubs,2,11
19840413,Cincinnati Reds,Houston Colts,0,1
19840413,San  Francisco Giants,Los Angeles Dodgers,0,2
19840413,Philadelpia Phillies,Montreal Expos,1,5
19840413,Atlanta Braves,San Diego Padres,2,5
19840413,Pittsburgh Pirates,St. Louis Cardinals,1,4
19840414,Baltimore Orioles,Cleveland Indians,2,8
