Date,away_team,home_team,away_team_score,home_team_score
19290416,Detroit Tigers,Cleveland Indians,4,5
19290416,Chicago White Sox,St. Louis Browns,1,3
19290416,Pittsburgh Pirates,Chicago Cubs,4,3
19290416,St. Louis Cardinals,Cincinnati Reds,5,2
19290417,Detroit Tigers,Cleveland Indians,15,3
19290417,Chicago White Sox,St. Louis Browns,3,5
19290417,Philadelphia Athletics,Washington Senators,13,4
19290417,Pittsburgh Pirates,Chicago Cubs,2,13
19290417,St. Louis Cardinals,Cincinnati Reds,3,8
19290418,Detroit Tigers,Cleveland Indians,4,8
19290418,Boston Red Sox,New York Yankees,3,7
19290418,Chicago White Sox,St. Louis Browns,1,4
19290418,Philadelphia Athletics,Washington Senators,8,2
19290418,Brooklyn Dodgers,Boston Braves,12,13
19290418,Pittsburgh Pirates,Chicago Cubs,1,11
19290418,St. Louis Cardinals,Cincinnati Reds,3,1
19290418,New York Giants,Philadelpia Phillies,11,9
19290419,Detroit Tigers,Cleveland Indians,4,7
19290419,Philadelphia Athletics,New York Yankees,1,2
19290419,Chicago White Sox,St. Louis Browns,5,4
19290419,Boston Red Sox,Washington Senators,1,3
19290419,Brooklyn Dodgers,Boston Braves,5,6
19290419,Brooklyn Dodgers,Boston Braves,1,5
19290419,St. Louis Cardinals,Cincinnati Reds,9,4
19290419,New York Giants,Philadelpia Phillies,14,5
19290420,Detroit Tigers,St. Louis Browns,4,9
19290420,Boston Red Sox,Washington Senators,6,5
19290420,Pittsburgh Pirates,Cincinnati Reds,5,4
19290420,Brooklyn Dodgers,Philadelpia Phillies,2,5
19290421,Philadelphia Athletics,New York Yankees,7,4
19290421,Detroit Tigers,St. Louis Browns,16,9
19290421,Philadelpia Phillies,Brooklyn Dodgers,4,1
19290421,St. Louis Cardinals,Chicago Cubs,0,4
19290422,Chicago White Sox,Cleveland Indians,10,0
19290422,Detroit Tigers,St. Louis Browns,1,0
19290422,St. Louis Cardinals,Chicago Cubs,0,3
19290422,Pittsburgh Pirates,Cincinnati Reds,4,9
19290423,New York Yankees,Boston Red Sox,2,4
19290423,Chicago White Sox,Cleveland Indians,4,5
19290423,Washington Senators,Philadelphia Athletics,4,3
19290423,Detroit Tigers,St. Louis Browns,5,11
19290423,Boston Braves,Brooklyn Dodgers,2,3
