Date,away_team,home_team,away_team_score,home_team_score
19990404,Colorado Rockies,San Diego Padres,8,2
19990405,Tampa Bay Devil Rays,Baltimore Orioles,7,10
19990405,Boston Red Sox,Kansas City Royals,5,3
19990405,New York Yankees,Oakland Athletics,3,5
19990405,Chicago White Sox,Seattle Mariners,8,2
19990405,Detroit Tigers,Texas Rangers,11,5
19990405,Philadelpia Phillies,Atlanta Braves,7,4
19990405,San  Francisco Giants,Cincinnati Reds,11,8
19990405,New York Mets,Florida Marlins,2,6
19990405,Arizona Diamondbacks,Los Angeles Dodgers,6,8
19990405,Montreal Expos,Pittsburgh Pirates,9,2
19990405,Milwaukee Brewers,St. Louis Cardinals,10,8
19990406,Cleveland Indians,Anaheim Angels,5,6
19990406,Toronto Blue Jays,Minensota Twins,1,6
19990406,New York Yankees,Oakland Athletics,7,4
19990406,Chicago White Sox,Seattle Mariners,11,3
19990406,Detroit Tigers,Texas Rangers,0,6
19990406,Philadelpia Phillies,Atlanta Braves,3,11
19990406,San  Francisco Giants,Cincinnati Reds,7,6
19990406,New York Mets,Florida Marlins,12,3
19990406,Chicago Cubs,Houston Colts,2,4
19990406,Arizona Diamondbacks,Los Angeles Dodgers,2,3
19990406,Montreal Expos,Pittsburgh Pirates,2,8
19990406,Colorado Rockies,San Diego Padres,3,4
19990407,Cleveland Indians,Anaheim Angels,9,1
19990407,Tampa Bay Devil Rays,Baltimore Orioles,8,5
19990407,Boston Red Sox,Kansas City Royals,6,0
19990407,Toronto Blue Jays,Minensota Twins,9,3
19990407,New York Yankees,Oakland Athletics,4,0
19990407,Chicago White Sox,Seattle Mariners,3,7
19990407,Detroit Tigers,Texas Rangers,7,10
19990407,Philadelpia Phillies,Atlanta Braves,0,4
19990407,San  Francisco Giants,Cincinnati Reds,8,3
19990407,New York Mets,Florida Marlins,6,0
19990407,Chicago Cubs,Houston Colts,9,2
19990407,Arizona Diamondbacks,Los Angeles Dodgers,4,6
19990407,Montreal Expos,Pittsburgh Pirates,4,3
19990407,Colorado Rockies,San Diego Padres,1,2
19990407,Milwaukee Brewers,St. Louis Cardinals,1,4
19990408,Cleveland Indians,Anaheim Angels,9,1
19990408,Tampa Bay Devil Rays,Baltimore Orioles,6,3
19990408,Boston Red Sox,Kansas City Royals,4,1
19990408,Toronto Blue Jays,Minensota Twins,9,11
19990408,Philadelpia Phillies,Atlanta Braves,6,3
19990408,Chicago Cubs,Houston Colts,2,1
19990408,Colorado Rockies,Los Angeles Dodgers,4,2
19990408,New York Mets,Montreal Expos,1,5
19990408,San Diego Padres,San  Francisco Giants,4,12
19990408,Milwaukee Brewers,St. Louis Cardinals,4,9
19990409,Toronto Blue Jays,Baltimore Orioles,7,4
19990409,Kansas City Royals,Chicago White Sox,10,5
19990409,Cleveland Indians,Minensota Twins,14,5
19990409,Detroit Tigers,New York Yankees,3,12
19990409,Oakland Athletics,Seattle Mariners,1,6
19990409,Boston Red Sox,Tampa Bay Devil Rays,4,1
19990409,Anaheim Angels,Texas Rangers,8,4
19990409,Arizona Diamondbacks,Atlanta Braves,2,3
19990409,Philadelpia Phillies,Florida Marlins,4,7
19990409,Milwaukee Brewers,Houston Colts,2,3
19990409,Colorado Rockies,Los Angeles Dodgers,6,9
19990409,New York Mets,Montreal Expos,10,3
19990409,Chicago Cubs,Pittsburgh Pirates,1,2
19990409,San Diego Padres,San  Francisco Giants,3,8
19990409,Cincinnati Reds,St. Louis Cardinals,3,0
19990410,Toronto Blue Jays,Baltimore Orioles,0,1
19990410,Kansas City Royals,Chicago White Sox,9,4
19990410,Cleveland Indians,Minensota Twins,12,7
19990410,Detroit Tigers,New York Yankees,0,5
19990410,Oakland Athletics,Seattle Mariners,11,4
