Date,away_team,home_team,away_team_score,home_team_score
19190419,Brooklyn Dodgers,Boston Braves,5,2
19190419,Brooklyn Dodgers,Boston Braves,3,2
19190423,Boston Red Sox,New York Yankees,10,0
19190423,Chicago White Sox,St. Louis Browns,13,4
19190423,Philadelphia Athletics,Washington Senators,0,1
19190423,Brooklyn Dodgers,Boston Braves,6,1
19190423,St. Louis Cardinals,Cincinnati Reds,2,6
19190423,New York Giants,Philadelpia Phillies,10,7
19190424,Philadelphia Athletics,Washington Senators,6,5
19190424,Chicago White Sox,St. Louis Browns,5,2
19190424,Pittsburgh Pirates,Chicago Cubs,1,5
19190424,St. Louis Cardinals,Cincinnati Reds,1,3
19190424,New York Giants,Philadelpia Phillies,5,8
19190425,Cleveland Indians,Detroit Tigers,2,4
19190425,Chicago White Sox,St. Louis Browns,2,7
19190425,Pittsburgh Pirates,Chicago Cubs,6,5
19190425,St. Louis Cardinals,Cincinnati Reds,1,5
19190425,New York Giants,Philadelpia Phillies,3,6
19190426,Cleveland Indians,Detroit Tigers,3,1
19190426,Chicago White Sox,St. Louis Browns,9,4
19190426,Pittsburgh Pirates,Chicago Cubs,6,3
19190426,St. Louis Cardinals,Cincinnati Reds,1,5
19190427,Boston Red Sox,Washington Senators,8,0
19190427,Chicago White Sox,Detroit Tigers,6,4
19190427,Pittsburgh Pirates,Cincinnati Reds,1,4
19190427,St. Louis Cardinals,Chicago Cubs,1,7
19190428,Philadelphia Athletics,New York Yankees,2,3
19190428,Boston Red Sox,Washington Senators,6,5
19190428,New York Giants,Boston Braves,5,4
19190428,Brooklyn Dodgers,Philadelpia Phillies,10,1
19190429,Chicago White Sox,Detroit Tigers,3,1
19190429,Philadelphia Athletics,New York Yankees,7,1
19190429,Boston Red Sox,Washington Senators,2,4
19190429,Cleveland Indians,St. Louis Browns,2,0
19190429,St. Louis Cardinals,Chicago Cubs,1,0
19190429,Pittsburgh Pirates,Cincinnati Reds,1,8
19190429,Brooklyn Dodgers,Philadelpia Phillies,5,8
19190430,Philadelphia Athletics,New York Yankees,3,5
