Date,away_team,home_team,away_team_score,home_team_score
19820405,Kansas City Royals,Baltimore Orioles,5,13
19820405,Chicago Cubs,Cincinnati Reds,3,2
19820406,Seattle Mariners,Minensota Twins,11,7
19820406,California Angels,Oakland Athletics,2,3
19820406,St. Louis Cardinals,Houston Colts,14,3
19820406,San  Francisco Giants,Los Angeles Dodgers,3,4
19820406,Atlanta Braves,San Diego Padres,1,0
19820407,Seattle Mariners,Minensota Twins,5,7
19820407,California Angels,Oakland Athletics,7,0
19820407,Chicago Cubs,Cincinnati Reds,2,6
19820407,St. Louis Cardinals,Houston Colts,2,3
19820407,San  Francisco Giants,Los Angeles Dodgers,2,9
19820407,Atlanta Braves,San Diego Padres,6,4
19820408,Seattle Mariners,Minensota Twins,1,4
19820408,California Angels,Oakland Athletics,8,6
19820408,St. Louis Cardinals,Houston Colts,0,1
19820408,New York Mets,Philadelpia Phillies,7,2
19820409,Detroit Tigers,Kansas City Royals,2,4
19820409,California Angels,Minensota Twins,1,2
19820409,Seattle Mariners,Oakland Athletics,3,5
19820409,Milwaukee Brewers,Toronto Blue Jays,15,4
19820409,Houston Colts,Atlanta Braves,2,6
19820409,New York Mets,Chicago Cubs,0,5
19820409,San  Francisco Giants,Cincinnati Reds,0,7
19820409,San Diego Padres,Los Angeles Dodgers,7,4
19820409,Montreal Expos,Philadelpia Phillies,2,0
19820410,Boston Red Sox,Baltimore Orioles,2,0
19820410,Boston Red Sox,Baltimore Orioles,3,5
19820410,Texas Rangers,Cleveland Indians,8,3
19820410,Detroit Tigers,Kansas City Royals,2,5
19820410,California Angels,Minensota Twins,8,1
19820410,Milwaukee Brewers,Toronto Blue Jays,2,3
19820410,Houston Colts,Atlanta Braves,6,8
19820410,New York Mets,Chicago Cubs,9,5
19820410,San  Francisco Giants,Cincinnati Reds,7,5
19820410,San Diego Padres,Los Angeles Dodgers,0,6
19820410,Montreal Expos,Philadelpia Phillies,11,3
19820410,Pittsburgh Pirates,St. Louis Cardinals,11,7
19820411,Boston Red Sox,Baltimore Orioles,6,0
19820411,Texas Rangers,Cleveland Indians,1,13
19820411,Detroit Tigers,Kansas City Royals,2,1
19820411,California Angels,Minensota Twins,1,3
19820411,Chicago White Sox,New York Yankees,7,6
19820411,Chicago White Sox,New York Yankees,2,0
19820411,Seattle Mariners,Oakland Athletics,6,3
19820411,Seattle Mariners,Oakland Athletics,1,3
19820411,Milwaukee Brewers,Toronto Blue Jays,14,5
19820411,Houston Colts,Atlanta Braves,0,5
19820411,New York Mets,Chicago Cubs,5,4
19820411,San  Francisco Giants,Cincinnati Reds,6,1
19820411,Montreal Expos,Philadelpia Phillies,0,1
19820411,Pittsburgh Pirates,St. Louis Cardinals,6,7
19820412,Chicago White Sox,Boston Red Sox,3,2
19820412,New York Yankees,Texas Rangers,10,7
19820412,Detroit Tigers,Toronto Blue Jays,5,9
19820412,New York Mets,Chicago Cubs,4,5
19820412,Atlanta Braves,Cincinnati Reds,6,1
19820412,Los Angeles Dodgers,Houston Colts,1,2
19820412,Pittsburgh Pirates,St. Louis Cardinals,4,5
19820413,Seattle Mariners,California Angels,3,4
19820413,Milwaukee Brewers,Cleveland Indians,9,8
19820413,Baltimore Orioles,Kansas City Royals,5,6
19820413,Oakland Athletics,Minensota Twins,8,3
19820413,New York Yankees,Texas Rangers,6,3
19820413,Detroit Tigers,Toronto Blue Jays,4,2
19820413,St. Louis Cardinals,Chicago Cubs,4,3
19820413,Atlanta Braves,Cincinnati Reds,8,5
19820413,Los Angeles Dodgers,Houston Colts,9,5
19820413,Philadelpia Phillies,New York Mets,2,5
19820413,San Diego Padres,San  Francisco Giants,2,3
19820414,Chicago White Sox,Boston Red Sox,5,4
19820414,Seattle Mariners,California Angels,1,2
19820414,Milwaukee Brewers,Cleveland Indians,2,6
19820414,Baltimore Orioles,Kansas City Royals,3,4
19820414,Oakland Athletics,Minensota Twins,7,5
19820414,New York Yankees,Texas Rangers,1,4
19820414,Detroit Tigers,Toronto Blue Jays,4,5
19820414,St. Louis Cardinals,Chicago Cubs,3,1
19820414,Atlanta Braves,Cincinnati Reds,5,2
19820414,Los Angeles Dodgers,Houston Colts,1,2
19820414,Pittsburgh Pirates,Montreal Expos,4,5
19820414,Philadelpia Phillies,New York Mets,1,8
19820414,San Diego Padres,San  Francisco Giants,3,2
19820415,Chicago White Sox,Boston Red Sox,8,4
19820415,Seattle Mariners,California Angels,2,3
19820415,Milwaukee Brewers,Cleveland Indians,1,8
19820415,Toronto Blue Jays,Detroit Tigers,2,4
19820415,Oakland Athletics,Minensota Twins,5,11
19820415,St. Louis Cardinals,Chicago Cubs,6,1
19820415,Pittsburgh Pirates,Montreal Expos,4,3
19820415,Philadelpia Phillies,New York Mets,8,4
19820415,Los Angeles Dodgers,San Diego Padres,0,2
19820416,Toronto Blue Jays,Boston Red Sox,2,0
19820416,Minensota Twins,California Angels,2,4
19820416,Kansas City Royals,Cleveland Indians,3,1
19820416,New York Yankees,Detroit Tigers,10,2
19820416,Texas Rangers,Milwaukee Brewers,4,1
19820416,Oakland Athletics,Seattle Mariners,0,5
19820416,Atlanta Braves,Houston Colts,5,3
19820416,Montreal Expos,New York Mets,4,3
19820416,Chicago Cubs,Pittsburgh Pirates,6,7
19820416,Los Angeles Dodgers,San Diego Padres,3,8
