Date,away_team,home_team,away_team_score,home_team_score
19630408,Baltimore Orioles,Washington Senators,3,1
19630408,Pittsburgh Pirates,Cincinnati Reds,2,5
19630409,Chicago White Sox,Detroit Tigers,7,5
19630409,New York Yankees,Kansas City Athletics,8,2
19630409,Boston Red Sox,Los Angeles Angels,1,4
19630409,Cleveland Indians,Minensota Twins,5,4
19630409,Los Angeles Dodgers,Chicago Cubs,5,1
19630409,San  Francisco Giants,Houston Colts,9,2
19630409,St. Louis Cardinals,New York Mets,7,0
19630409,Cincinnati Reds,Philadelpia Phillies,1,2
19630409,Milwaukee Braves,Pittsburgh Pirates,2,3
19630410,Washington Senators,Baltimore Orioles,2,3
19630410,Chicago White Sox,Detroit Tigers,1,2
19630410,New York Yankees,Kansas City Athletics,5,3
19630410,Boston Red Sox,Los Angeles Angels,4,1
19630410,Cleveland Indians,Minensota Twins,3,5
19630410,Los Angeles Dodgers,Chicago Cubs,2,1
19630410,San  Francisco Giants,Houston Colts,8,7
19630410,St. Louis Cardinals,New York Mets,4,0
19630410,Cincinnati Reds,Philadelpia Phillies,7,10
19630410,Milwaukee Braves,Pittsburgh Pirates,2,3
19630411,Detroit Tigers,Cleveland Indians,6,1
19630411,Chicago White Sox,Los Angeles Angels,3,1
19630411,Baltimore Orioles,New York Yankees,4,1
19630411,Boston Red Sox,Washington Senators,0,8
19630411,Los Angeles Dodgers,Chicago Cubs,0,2
19630411,San  Francisco Giants,Houston Colts,7,1
19630411,New York Mets,Milwaukee Braves,1,6
19630412,Minensota Twins,Kansas City Athletics,0,6
19630412,Los Angeles Dodgers,Houston Colts,1,2
19630413,Detroit Tigers,Cleveland Indians,4,1
19630413,Minensota Twins,Kansas City Athletics,2,3
19630413,Chicago White Sox,Los Angeles Angels,0,1
19630413,Baltimore Orioles,New York Yankees,1,6
19630413,Boston Red Sox,Washington Senators,3,0
19630413,San  Francisco Giants,Chicago Cubs,2,1
19630413,Pittsburgh Pirates,Cincinnati Reds,12,4
19630413,Los Angeles Dodgers,Houston Colts,3,1
19630413,New York Mets,Milwaukee Braves,2,5
19630413,Philadelpia Phillies,St. Louis Cardinals,0,7
19630414,Detroit Tigers,Cleveland Indians,0,6
19630414,Minensota Twins,Kansas City Athletics,4,5
19630414,Baltimore Orioles,New York Yankees,1,5
19630414,Boston Red Sox,Washington Senators,6,7
19630414,San  Francisco Giants,Chicago Cubs,1,3
19630414,Pittsburgh Pirates,Cincinnati Reds,1,0
19630414,Los Angeles Dodgers,Houston Colts,4,5
19630414,New York Mets,Milwaukee Braves,0,1
19630414,Philadelpia Phillies,St. Louis Cardinals,4,3
19630414,Philadelpia Phillies,St. Louis Cardinals,5,4
19630415,New York Mets,Milwaukee Braves,3,4
19630416,Baltimore Orioles,Boston Red Sox,1,6
19630416,Kansas City Athletics,Chicago White Sox,7,4
19630416,Washington Senators,Cleveland Indians,0,3
19630416,Los Angeles Angels,Minensota Twins,10,11
19630416,Detroit Tigers,New York Yankees,7,2
19630416,New York Mets,Cincinnati Reds,4,7
19630416,Chicago Cubs,Los Angeles Dodgers,2,1
19630416,Philadelpia Phillies,Milwaukee Braves,0,8
19630416,Houston Colts,San  Francisco Giants,0,7
19630416,Pittsburgh Pirates,St. Louis Cardinals,3,4
19630417,Baltimore Orioles,Boston Red Sox,5,4
19630417,Los Angeles Angels,Minensota Twins,4,0
19630417,Detroit Tigers,New York Yankees,4,2
19630417,New York Mets,Cincinnati Reds,0,5
19630417,Chicago Cubs,Los Angeles Dodgers,0,1
19630417,Philadelpia Phillies,Milwaukee Braves,5,6
19630417,Houston Colts,San  Francisco Giants,2,1
19630417,Pittsburgh Pirates,St. Louis Cardinals,3,7
19630418,Kansas City Athletics,Chicago White Sox,0,3
19630418,Los Angeles Angels,Minensota Twins,0,3
19630418,Chicago Cubs,Los Angeles Dodgers,5,1
19630418,Philadelpia Phillies,Milwaukee Braves,5,6
19630418,Houston Colts,San  Francisco Giants,3,6
19630418,Pittsburgh Pirates,St. Louis Cardinals,3,2
19630419,Cleveland Indians,Baltimore Orioles,5,8
19630419,Detroit Tigers,Boston Red Sox,1,3
19630419,Detroit Tigers,Boston Red Sox,1,5
19630419,Minensota Twins,Chicago White Sox,1,3
19630419,Los Angeles Angels,Kansas City Athletics,2,3
19630419,Los Angeles Angels,Kansas City Athletics,2,3
19630419,New York Yankees,Washington Senators,8,4
19630419,Houston Colts,Los Angeles Dodgers,0,2
19630419,Milwaukee Braves,New York Mets,4,5
19630419,St. Louis Cardinals,Philadelpia Phillies,5,1
19630419,Chicago Cubs,San  Francisco Giants,1,5
19630420,Cleveland Indians,Baltimore Orioles,1,8
19630420,Detroit Tigers,Boston Red Sox,3,4
19630420,Minensota Twins,Chicago White Sox,7,10
