Date,away_team,home_team,away_team_score,home_team_score
19830404,Kansas City Royals,Baltimore Orioles,7,2
19830404,Cleveland Indians,Oakland Athletics,8,5
19830404,Chicago White Sox,Texas Rangers,3,5
19830404,Atlanta Braves,Cincinnati Reds,4,5
19830405,Toronto Blue Jays,Boston Red Sox,7,1
19830405,Milwaukee Brewers,California Angels,2,3
19830405,Detroit Tigers,Minensota Twins,11,3
19830405,New York Yankees,Seattle Mariners,4,5
19830405,Chicago White Sox,Texas Rangers,1,4
19830405,Los Angeles Dodgers,Houston Colts,16,7
19830405,Philadelpia Phillies,New York Mets,0,2
19830405,San Diego Padres,San  Francisco Giants,16,13
19830405,Pittsburgh Pirates,St. Louis Cardinals,7,1
19830406,Kansas City Royals,Baltimore Orioles,1,11
19830406,Milwaukee Brewers,California Angels,3,4
19830406,Detroit Tigers,Minensota Twins,9,5
19830406,Cleveland Indians,Oakland Athletics,3,5
19830406,New York Yankees,Seattle Mariners,2,6
19830406,Chicago White Sox,Texas Rangers,1,4
19830406,Montreal Expos,Chicago Cubs,3,0
19830406,Atlanta Braves,Cincinnati Reds,5,1
19830406,Los Angeles Dodgers,Houston Colts,4,2
19830406,San Diego Padres,San  Francisco Giants,5,3
19830407,Toronto Blue Jays,Boston Red Sox,4,7
19830407,Milwaukee Brewers,California Angels,5,3
19830407,Detroit Tigers,Minensota Twins,4,5
19830407,Cleveland Indians,Oakland Athletics,9,1
19830407,New York Yankees,Seattle Mariners,8,1
19830407,Montreal Expos,Chicago Cubs,7,3
19830407,Pittsburgh Pirates,Houston Colts,3,2
19830407,Philadelpia Phillies,New York Mets,2,6
19830408,Chicago White Sox,Detroit Tigers,6,3
19830408,California Angels,Oakland Athletics,3,5
19830408,Minensota Twins,Seattle Mariners,5,4
19830408,Boston Red Sox,Texas Rangers,8,5
19830408,San Diego Padres,Atlanta Braves,2,4
19830408,Chicago Cubs,Cincinnati Reds,3,7
19830408,Pittsburgh Pirates,Houston Colts,5,3
19830408,Montreal Expos,Los Angeles Dodgers,8,3
19830408,Philadelpia Phillies,San  Francisco Giants,2,3
19830409,Baltimore Orioles,Cleveland Indians,4,8
19830409,Milwaukee Brewers,Kansas City Royals,2,5
19830409,California Angels,Oakland Athletics,10,2
19830409,Minensota Twins,Seattle Mariners,2,3
19830409,Boston Red Sox,Texas Rangers,3,10
19830409,New York Yankees,Toronto Blue Jays,4,7
19830409,San Diego Padres,Atlanta Braves,5,6
19830409,Chicago Cubs,Cincinnati Reds,4,8
19830409,Pittsburgh Pirates,Houston Colts,1,0
19830409,Montreal Expos,Los Angeles Dodgers,7,2
19830409,St. Louis Cardinals,New York Mets,5,0
19830409,Philadelpia Phillies,San  Francisco Giants,5,4
19830410,Baltimore Orioles,Cleveland Indians,13,2
19830410,Chicago White Sox,Detroit Tigers,7,5
19830410,Milwaukee Brewers,Kansas City Royals,9,5
19830410,California Angels,Oakland Athletics,4,11
19830410,Minensota Twins,Seattle Mariners,6,3
19830410,Boston Red Sox,Texas Rangers,7,9
19830410,New York Yankees,Toronto Blue Jays,3,0
19830410,San Diego Padres,Atlanta Braves,3,4
19830410,Chicago Cubs,Cincinnati Reds,2,7
19830410,Pittsburgh Pirates,Houston Colts,10,8
19830410,Montreal Expos,Los Angeles Dodgers,0,3
19830410,Philadelpia Phillies,San  Francisco Giants,10,2
19830411,Seattle Mariners,California Angels,1,6
19830411,Boston Red Sox,Kansas City Royals,2,6
19830411,San Diego Padres,Atlanta Braves,0,4
19830411,Chicago Cubs,Cincinnati Reds,1,5
19830411,Houston Colts,Los Angeles Dodgers,3,4
19830412,Seattle Mariners,California Angels,8,1
19830412,Baltimore Orioles,Chicago White Sox,10,8
19830412,Texas Rangers,Cleveland Indians,2,1
19830412,Boston Red Sox,Kansas City Royals,1,5
19830412,Detroit Tigers,New York Yankees,13,2
19830412,Minensota Twins,Oakland Athletics,3,4
19830412,Milwaukee Brewers,Toronto Blue Jays,6,5
19830412,Cincinnati Reds,Atlanta Braves,1,4
19830412,Houston Colts,Los Angeles Dodgers,1,3
19830412,Chicago Cubs,Montreal Expos,5,0
19830412,New York Mets,Philadelpia Phillies,3,4
19830412,St. Louis Cardinals,Pittsburgh Pirates,4,3
19830412,San  Francisco Giants,San Diego Padres,6,5
19830413,Seattle Mariners,California Angels,1,6
19830413,Texas Rangers,Cleveland Indians,3,4
19830413,Boston Red Sox,Kansas City Royals,18,4
19830413,Detroit Tigers,New York Yankees,7,5
19830413,Minensota Twins,Oakland Athletics,4,5
19830413,Milwaukee Brewers,Toronto Blue Jays,2,7
19830413,Cincinnati Reds,Atlanta Braves,1,6
19830413,Houston Colts,Los Angeles Dodgers,3,5
19830413,New York Mets,Philadelpia Phillies,9,10
19830413,St. Louis Cardinals,Pittsburgh Pirates,9,1
19830413,San  Francisco Giants,San Diego Padres,1,2
19830414,Baltimore Orioles,Chicago White Sox,11,12
19830414,Detroit Tigers,New York Yankees,3,6
19830414,Oakland Athletics,Seattle Mariners,5,3
19830414,Milwaukee Brewers,Toronto Blue Jays,5,4
19830414,Chicago Cubs,Montreal Expos,3,4
19830414,San  Francisco Giants,San Diego Padres,4,6
19830414,New York Mets,St. Louis Cardinals,1,7
19830415,Texas Rangers,Boston Red Sox,1,4
19830415,Detroit Tigers,Chicago White Sox,6,0
19830415,Kansas City Royals,Milwaukee Brewers,4,3
19830415,California Angels,Minensota Twins,8,2
19830415,Toronto Blue Jays,New York Yankees,6,5
19830415,Oakland Athletics,Seattle Mariners,1,5
19830415,Montreal Expos,Houston Colts,6,7
19830415,San Diego Padres,Los Angeles Dodgers,2,6
19830415,Cincinnati Reds,San  Francisco Giants,3,1
19830415,New York Mets,St. Louis Cardinals,2,5
19830416,Cleveland Indians,Baltimore Orioles,0,2
19830416,Cleveland Indians,Baltimore Orioles,7,4
19830416,Texas Rangers,Boston Red Sox,1,2
19830416,Detroit Tigers,Chicago White Sox,1,3
19830416,California Angels,Minensota Twins,9,5
19830416,Oakland Athletics,Seattle Mariners,5,2
19830416,Montreal Expos,Houston Colts,2,0
19830416,San Diego Padres,Los Angeles Dodgers,5,8
19830416,Atlanta Braves,Philadelpia Phillies,4,8
19830416,Chicago Cubs,Pittsburgh Pirates,6,5
19830416,Cincinnati Reds,San  Francisco Giants,8,3
19830416,New York Mets,St. Louis Cardinals,2,6
19830417,Cleveland Indians,Baltimore Orioles,1,6
19830417,Texas Rangers,Boston Red Sox,1,0
19830417,Detroit Tigers,Chicago White Sox,1,6
19830417,Kansas City Royals,Milwaukee Brewers,3,6
19830417,California Angels,Minensota Twins,8,11
19830417,Toronto Blue Jays,New York Yankees,5,7
19830417,Oakland Athletics,Seattle Mariners,7,4
19830417,Montreal Expos,Houston Colts,3,6
19830417,San Diego Padres,Los Angeles Dodgers,9,1
19830417,Atlanta Braves,Philadelpia Phillies,3,1
19830417,Chicago Cubs,Pittsburgh Pirates,0,7
19830417,Cincinnati Reds,San  Francisco Giants,0,3
19830417,Cincinnati Reds,San  Francisco Giants,12,3
19830418,Cleveland Indians,Baltimore Orioles,1,4
19830418,Milwaukee Brewers,Boston Red Sox,14,0
19830418,Oakland Athletics,California Angels,5,3
19830418,Seattle Mariners,Minensota Twins,5,8
19830418,Toronto Blue Jays,New York Yankees,0,3
19830418,Chicago Cubs,Philadelpia Phillies,2,8
19830418,Atlanta Braves,San Diego Padres,3,10
19830418,Los Angeles Dodgers,San  Francisco Giants,4,3
19830419,Texas Rangers,Baltimore Orioles,2,4
19830419,New York Yankees,Chicago White Sox,3,13
19830419,Seattle Mariners,Minensota Twins,2,6
19830419,Cleveland Indians,Toronto Blue Jays,7,9
19830419,Cincinnati Reds,Houston Colts,5,6
19830419,Atlanta Braves,San Diego Padres,9,2
19830420,Texas Rangers,Baltimore Orioles,11,2
19830420,Milwaukee Brewers,Boston Red Sox,4,5
19830420,New York Yankees,Chicago White Sox,6,4
19830420,Kansas City Royals,Detroit Tigers,8,7
19830420,Seattle Mariners,Minensota Twins,2,11
19830420,Cleveland Indians,Toronto Blue Jays,1,4
19830420,Cincinnati Reds,Houston Colts,6,4
19830420,Pittsburgh Pirates,New York Mets,0,6
19830420,Pittsburgh Pirates,New York Mets,5,7
19830420,Chicago Cubs,Philadelpia Phillies,0,2
19830420,Los Angeles Dodgers,San  Francisco Giants,2,3
19830421,Texas Rangers,Baltimore Orioles,2,3
19830421,Oakland Athletics,California Angels,2,6
19830421,Oakland Athletics,California Angels,5,6
19830421,Seattle Mariners,Minensota Twins,2,0
19830421,Cincinnati Reds,Houston Colts,3,4
19830421,St. Louis Cardinals,Montreal Expos,5,6
19830422,Baltimore Orioles,California Angels,5,6
19830422,Chicago White Sox,Cleveland Indians,1,5
19830422,Seattle Mariners,Detroit Tigers,0,4
19830422,Toronto Blue Jays,Kansas City Royals,5,6
19830422,Minensota Twins,New York Yankees,5,3
19830422,Boston Red Sox,Oakland Athletics,3,1
19830422,Milwaukee Brewers,Texas Rangers,2,3
19830422,New York Mets,Atlanta Braves,4,5
19830422,San  Francisco Giants,Chicago Cubs,2,7
19830422,Montreal Expos,Cincinnati Reds,4,0
19830422,Philadelpia Phillies,Houston Colts,6,3
19830422,Los Angeles Dodgers,Pittsburgh Pirates,4,2
19830422,San Diego Padres,St. Louis Cardinals,4,1
19830423,Baltimore Orioles,California Angels,3,1
19830423,Chicago White Sox,Cleveland Indians,3,6
19830423,Seattle Mariners,Detroit Tigers,0,4
19830423,Toronto Blue Jays,Kansas City Royals,5,4
19830423,Minensota Twins,New York Yankees,4,7
19830423,Milwaukee Brewers,Texas Rangers,3,0
19830423,San  Francisco Giants,Chicago Cubs,5,0
19830423,Philadelpia Phillies,Houston Colts,7,3
19830423,Los Angeles Dodgers,Pittsburgh Pirates,3,2
19830423,San Diego Padres,St. Louis Cardinals,5,9
19830424,Baltimore Orioles,California Angels,3,7
19830424,Chicago White Sox,Cleveland Indians,9,3
19830424,Seattle Mariners,Detroit Tigers,2,4
