Date,away_team,home_team,away_team_score,home_team_score
19590409,Baltimore Orioles,Washington Senators,2,9
19590409,Pittsburgh Pirates,Cincinnati Reds,1,4
19590410,Chicago White Sox,Detroit Tigers,9,7
19590410,Cleveland Indians,Kansas City Athletics,6,4
19590410,Cincinnati Reds,Philadelpia Phillies,1,2
19590410,Milwaukee Braves,Pittsburgh Pirates,8,0
19590410,San  Francisco Giants,St. Louis Cardinals,6,5
19590411,Chicago White Sox,Detroit Tigers,5,3
19590411,Cleveland Indians,Kansas City Athletics,3,2
19590411,Los Angeles Dodgers,Chicago Cubs,1,6
19590411,Milwaukee Braves,Pittsburgh Pirates,4,3
19590411,San  Francisco Giants,St. Louis Cardinals,5,2
19590412,Chicago White Sox,Detroit Tigers,5,3
19590412,Boston Red Sox,New York Yankees,2,3
19590412,Los Angeles Dodgers,Chicago Cubs,5,3
19590412,San  Francisco Giants,St. Louis Cardinals,6,3
19590414,New York Yankees,Baltimore Orioles,13,3
19590414,Washington Senators,Boston Red Sox,3,7
19590414,Kansas City Athletics,Chicago White Sox,0,2
19590414,Detroit Tigers,Cleveland Indians,1,8
19590414,Pittsburgh Pirates,Cincinnati Reds,2,3
19590414,St. Louis Cardinals,Los Angeles Dodgers,6,2
19590414,Philadelpia Phillies,Milwaukee Braves,3,4
19590414,Chicago Cubs,San  Francisco Giants,5,2
19590415,New York Yankees,Baltimore Orioles,3,1
19590415,Washington Senators,Boston Red Sox,3,7
19590415,Kansas City Athletics,Chicago White Sox,10,8
19590415,Detroit Tigers,Cleveland Indians,1,2
19590415,Pittsburgh Pirates,Cincinnati Reds,5,10
19590415,St. Louis Cardinals,Los Angeles Dodgers,0,5
19590415,Chicago Cubs,San  Francisco Giants,1,7
19590416,New York Yankees,Baltimore Orioles,4,7
19590416,Washington Senators,Boston Red Sox,7,5
19590416,Kansas City Athletics,Chicago White Sox,6,0
19590416,St. Louis Cardinals,Los Angeles Dodgers,6,7
19590416,Philadelpia Phillies,Milwaukee Braves,3,7
19590416,Chicago Cubs,San  Francisco Giants,11,3
19590417,Washington Senators,Baltimore Orioles,3,4
19590417,New York Yankees,Boston Red Sox,0,4
19590417,Detroit Tigers,Chicago White Sox,5,6
19590417,Kansas City Athletics,Cleveland Indians,3,4
19590417,Philadelpia Phillies,Cincinnati Reds,5,1
19590417,Chicago Cubs,Los Angeles Dodgers,9,4
19590417,Pittsburgh Pirates,Milwaukee Braves,2,2
19590417,St. Louis Cardinals,San  Francisco Giants,4,1
19590418,Washington Senators,Baltimore Orioles,1,6
19590418,New York Yankees,Boston Red Sox,16,7
19590418,Detroit Tigers,Chicago White Sox,5,2
19590418,Kansas City Athletics,Cleveland Indians,4,13
19590418,Philadelpia Phillies,Cincinnati Reds,14,9
19590418,Chicago Cubs,Los Angeles Dodgers,7,8
19590418,Pittsburgh Pirates,Milwaukee Braves,11,5
19590418,St. Louis Cardinals,San  Francisco Giants,1,8
19590419,Washington Senators,Baltimore Orioles,5,7
19590419,Washington Senators,Baltimore Orioles,4,2
19590419,New York Yankees,Boston Red Sox,4,5
19590419,Kansas City Athletics,Cleveland Indians,4,3
19590419,Philadelpia Phillies,Cincinnati Reds,5,12
19590419,Chicago Cubs,Los Angeles Dodgers,3,8
19590419,St. Louis Cardinals,San  Francisco Giants,1,3
19590420,San  Francisco Giants,Los Angeles Dodgers,1,2
19590421,Baltimore Orioles,Boston Red Sox,5,2
19590421,Cleveland Indians,Detroit Tigers,14,1
19590421,Chicago White Sox,Kansas City Athletics,3,8
19590421,New York Yankees,Washington Senators,11,4
19590421,St. Louis Cardinals,Chicago Cubs,0,1
19590421,San  Francisco Giants,Los Angeles Dodgers,7,9
